"dog_id","survey_year","mm_jr_date","mm_jr_location","mm_jr_location_description","mm_jr_number_practice_jog_trials","mm_jr_jog_trial_1_outcome","mm_jr_jog_trial_1_time_seconds","mm_jr_jog_trial_1_problems","mm_jr_jog_trial_2_outcome","mm_jr_jog_trial_2_time_seconds","mm_jr_jog_trial_2_problems","mm_jr_jog_trial_3_outcome","mm_jr_jog_trial_3_time_seconds","mm_jr_jog_trial_3_problems","mm_jr_jog_trials_motivation_treat","mm_jr_jog_trials_motivation_toy","mm_jr_jog_trials_motivation_verbal","mm_jr_jog_trials_motivation_clapping","mm_jr_jog_trials_motivation_none","mm_jr_jog_trials_motivation_other","mm_jr_jog_trials_motivation_other_description","mm_jr_number_practice_run_trials","mm_jr_run_trial_1_outcome","mm_jr_run_trial_1_time_seconds","mm_jr_run_trial_1_problems","mm_jr_run_trial_2_outcome","mm_jr_run_trial_2_time_seconds","mm_jr_run_trial_2_problems","mm_jr_run_trial_3_outcome","mm_jr_run_trial_3_time_seconds","mm_jr_run_trial_3_problems","mm_jr_run_trials_motivation_treat","mm_jr_run_trials_motivation_toy","mm_jr_run_trials_motivation_verbal","mm_jr_run_trials_motivation_clapping","mm_jr_run_trials_motivation_none","mm_jr_run_trials_motivation_other","mm_jr_run_trials_motivation_other_description"
74586,"annual_2023","2023-05-15",0,"On my deck with solid surface not slats.",3,1,"5.81",NA,1,"6.13",NA,1,"5.61",NA,1,0,1,0,0,0,NA,3,1,"8.12",NA,1,"9.06",NA,1,"9.43",NA,1,0,1,0,0,0,NA
74694,"annual_2023","2023-05-07",0,"Sidewalk in front of house",3,1,"4.19",NA,1,"4.02",NA,1,"4.23",NA,0,0,1,0,0,0,NA,1,1,"2.73",NA,1,"2.8",NA,1,"2.81",NA,1,0,1,0,0,0,NA
74741,"annual_2023","2023-05-24",0,"lawn in backyard",2,1,"4.9",NA,1,"3.6",NA,1,"4.7",NA,0,0,0,0,1,0,NA,2,1,"1.5",NA,1,"1.8",NA,1,"2.1",NA,1,0,1,0,0,0,NA
74811,"annual_2023","2023-05-26",1,"Grass",2,1,"5",NA,1,"7",NA,1,"6",NA,1,0,0,0,0,0,NA,2,1,"4.95",NA,1,"4.5",NA,1,"4.0",NA,1,0,0,0,0,0,NA
75017,"annual_2023","2023-05-25",0,"Backyard",1,1,"6.53",NA,1,"7.82",NA,1,"5.39",NA,1,0,0,0,0,0,NA,2,1,"2.67",NA,1,"2.58",NA,1,"2.27",NA,1,0,0,0,0,0,NA
75174,"annual_2023","2023-05-21",1,"In my backyard, grass substrate",1,1,"5.3",NA,1,"5.03",NA,1,"4.91",NA,1,0,1,0,0,0,NA,2,1,"2.39",NA,1,"3.04",NA,1,"3.34",NA,1,0,1,0,0,1,"I/handler pointed toward the timer and said, ""go get him"", as Piper wouldn't leave me and just looked at me in practices."
75252,"annual_2023","2023-05-10",1,"in my yard, grass and dirt",3,1,"4.67",NA,1,"4.53",NA,1,"4.17",NA,0,1,0,0,0,0,NA,3,1,"4.67",NA,1,"4.53",NA,1,"4.17",NA,0,1,0,0,0,0,NA
75253,"annual_2023","2023-04-19",1,"inside my house, tile",3,1,"3.63",NA,1,"4.03",NA,1,"3.89",NA,1,0,1,0,0,0,NA,1,1,"3.30",NA,1,"2.71",NA,1,"3.03",NA,1,0,1,0,0,0,NA
75257,"annual_2023","2023-05-30",0,"Road in front of my house",3,1,"4.56",NA,1,"4.38",NA,1,"4.26",NA,0,0,1,0,0,0,NA,2,1,"2.94",NA,1,"3.12",NA,1,"2.76",NA,0,0,1,0,0,0,NA
75264,"annual_2023","2023-05-23",1,"in my yard - grass",5,1,"2.80",NA,1,"3.27",NA,1,"2.60",NA,1,0,0,0,0,0,NA,3,1,"1.63",NA,1,"1.40",NA,1,"1.6",NA,1,0,1,0,0,0,NA
75369,"annual_2023","2023-05-10",0,"concrete driveway",2,1,"6.40",NA,1,"6.15",NA,1,"5.47",NA,1,0,0,0,0,0,NA,2,1,"3.44",NA,1,"2.66",NA,1,"2.79",NA,1,0,0,0,0,0,NA
75465,"annual_2023","2023-04-24",0,"Backyard mattituck",3,1,"3.77",NA,1,"3.34",NA,1,"3.78",NA,1,0,0,0,0,0,NA,3,1,"2.68",NA,1,"2.73",NA,1,"2.80",NA,1,0,0,0,0,0,NA
75478,"annual_2023","2023-05-20",0,"Outside asphalt sidewalk",2,1,"5.01",NA,1,"4.63",NA,1,"4.60",NA,1,0,0,0,0,0,NA,1,1,"3.98",NA,0,NA,"Dog cut off runner",1,"4.30",NA,1,0,0,0,0,0,NA
75482,"annual_2022","2022-07-24",0,"Inside a long hallway in my house. Wood flooring.",4,1,"4.16",NA,1,"4.30",NA,1,"4.40",NA,0,0,1,0,0,0,NA,1,1,"2.18",NA,1,"2.25",NA,1,"2.15",NA,1,0,0,0,0,0,NA
75500,"annual_2023","2023-05-12",1,"On the concrete driveway",3,1,"7.15",NA,1,"7.47",NA,1,"6.83",NA,0,0,1,0,0,0,NA,2,1,"3.73",NA,1,"3.18",NA,1,"4.12",NA,0,0,1,0,0,0,NA
75713,"annual_2023","2023-05-23",1,"In my backyard, freshly mowed grass (running in front of the patio))",3,1,"4.32",NA,1,"4.37",NA,1,"4.99",NA,0,0,1,0,0,0,NA,2,1,"2.59",NA,1,"1.88",NA,1,"1.89",NA,0,1,0,0,0,0,NA
75760,"annual_2023","2023-05-29",1,"inside house, upstairs hallway, carpeted",2,1,"7.75",NA,1,"6.68",NA,1,"6.68",NA,1,0,1,0,0,0,NA,1,1,"2.56",NA,1,"2.74",NA,1,"2.66",NA,1,0,1,0,0,0,NA
75804,"annual_2023","2023-05-21",0,"hallway in our house , laminate flooring",2,1,"6.53",NA,1,"7.38",NA,1,"7.54",NA,1,0,1,0,0,0,NA,1,1,"7.50",NA,1,"6.19",NA,1,"5.68",NA,1,0,1,0,0,0,NA
75817,"annual_2023","2023-04-09",0,"Patio",3,1,"5.98",NA,1,"6.02",NA,1,"6.01",NA,0,0,1,0,0,0,NA,3,1,"1.92",NA,1,"1.87",NA,1,"1.90",NA,0,0,1,0,0,0,NA
75945,"annual_2022","2022-07-24",1,"In my yard",3,1,"5.43",NA,1,"4.5",NA,1,"4.99",NA,0,0,1,0,0,0,NA,3,1,"2.34",NA,1,"2.38",NA,1,"2.24",NA,0,0,1,0,0,0,NA
76075,"annual_2023","2023-05-07",0,"Concrete street in front of our home",3,1,"9.92",NA,1,"8.35",NA,1,"9.39",NA,1,0,0,0,0,0,NA,2,0,NA,"Rufus doesn't see or hear well.  He ambled a few feet then lost interest in the task or the treat.",0,NA,"Same problem as before.",0,NA,"We didn't try.",1,0,0,0,0,0,NA
76109,"annual_2022","2022-07-05",1,"Gravel driveway",3,1,"3.93",NA,1,"3.46",NA,1,"3.52",NA,1,0,1,0,0,0,NA,2,1,"2.52",NA,1,"3.11",NA,1,"3.2",NA,0,0,1,0,0,0,NA
76109,"annual_2023","2023-04-09",1,"Outdoors gravel driveway",1,1,"5.70",NA,1,"5.52",NA,1,"4.25",NA,1,0,0,0,0,0,NA,1,1,"5.7",NA,1,"5.52",NA,1,"4.25",NA,1,0,0,0,0,0,NA
76167,"annual_2023","2023-05-02",0,"inside my house upstairs hall",3,1,"7.27",NA,1,"6.72",NA,1,"7.02",NA,1,0,0,0,0,0,NA,3,1,"6.21",NA,1,"5.96",NA,0,NA,"Rudy got disinterested in game",1,0,0,0,0,0,NA
76187,"annual_2023","2023-05-29",1,"In my yard.  Concrete.",3,1,"5.85",NA,1,"4.93",NA,1,"4.59",NA,0,0,1,0,0,0,NA,3,1,"3.37",NA,1,"3.05",NA,1,"3.78",NA,1,0,0,0,0,0,NA
76191,"annual_2023","2023-05-01",1,"asphalt driveway",2,1,"6.25",NA,1,"5.95",NA,1,"5.45",NA,0,0,1,0,0,0,NA,1,1,"3.08",NA,1,"3.44",NA,1,"3.72",NA,1,0,1,1,0,0,NA
76194,"annual_2023","2023-05-09",0,"Front driveway fro garage concrete asphalt interface go in front of lilac tree",3,1,"2.96",NA,1,"3.45",NA,1,"3.35",NA,1,0,1,0,0,0,NA,3,1,"1.71",NA,1,"2.22",NA,1,"1.94",NA,1,0,1,0,0,0,NA
76260,"annual_2023","2023-05-23",1,"on my driveway in front of house",1,1,"6.04",NA,1,"5.17",NA,1,"5.97",NA,1,0,0,0,0,0,NA,2,1,"3.24",NA,1,"2.71",NA,1,"3.25",NA,0,0,1,0,0,0,NA
76301,"annual_2022","2022-06-25",1,"backyard grass",1,1,"8.3",NA,1,"10.9",NA,1,"10.9",NA,0,0,0,0,1,0,NA,1,1,"7.05",NA,1,"7.3",NA,1,"7.7",NA,1,0,0,0,0,0,NA
76389,"annual_2023","2023-05-10",0,"my yard",2,1,"4.96",NA,1,"5.29",NA,1,"4.52",NA,1,0,0,0,0,0,NA,2,0,NA,"Winston stopped to sniff!",1,"3.05",NA,1,"3.39",NA,1,0,1,0,0,0,NA
76402,"annual_2022","2022-07-24",0,"in my backyard, grass",2,1,"6.00",NA,1,"5.86",NA,1,"6.10",NA,1,0,0,0,0,0,NA,2,1,"3.70",NA,1,"3.50",NA,1,"3.60",NA,1,0,1,0,0,0,NA
76402,"annual_2023","2023-05-10",1,"in my yard, grass surface",2,1,"5.34",NA,1,"4.60",NA,1,"4.41",NA,1,0,1,0,0,0,NA,1,1,"2.67",NA,1,"2.41",NA,1,"2.53",NA,1,0,1,0,0,0,NA
76418,"annual_2023","2023-06-04",0,"outside on concrete",2,1,"3.81",NA,1,"3.91",NA,1,"4.0",NA,0,0,0,0,1,0,NA,3,1,"1.3",NA,1,"1.4",NA,1,"1.7",NA,0,1,0,0,0,0,NA
76444,"annual_2023","2023-05-11",1,"outside, back yard, grass",3,1,"4.48",NA,1,"4.38",NA,1,"4.58",NA,1,0,0,0,0,0,NA,3,1,"2.32",NA,1,"2.05",NA,1,"2.32",NA,1,0,0,0,0,0,NA
76483,"annual_2023","2023-04-04",0,"Our concrete driveway",4,1,"5.15",NA,1,"4.79",NA,1,"4.68",NA,1,0,1,0,0,0,NA,2,1,"2.98",NA,1,"2.53",NA,1,"2.61",NA,1,0,1,0,0,0,NA
76488,"annual_2023","2023-05-13",0,"back yard on outside of fenced dog run, in east-west direction along fence",2,1,"4.55",NA,1,"4.78",NA,1,"4.70",NA,0,0,1,0,0,0,NA,2,1,"1.74",NA,1,"1.45",NA,1,"2.15",NA,0,1,1,0,0,0,NA
76507,"annual_2023","2023-04-03",0,"asphalt path in courtyard of apartment complex",3,1,"4.85",NA,1,"4.26",NA,1,"4.66",NA,1,0,1,0,0,0,NA,3,1,"2.87",NA,1,"2.33",NA,1,"2.83",NA,1,0,1,0,0,0,NA
76551,"annual_2023","2023-04-10",1,"My yard on grass",2,1,"3.57",NA,1,"3.62",NA,1,"3.85",NA,0,0,1,0,0,0,NA,3,1,"2.39",NA,1,"2.45",NA,1,"2.33",NA,1,0,0,0,0,0,NA
76619,"annual_2023","2023-05-07",0,"concrete/pavers on the back patio",3,1,"10.25",NA,1,"7.75",NA,1,"10.38",NA,1,0,1,0,0,1,"Gesturing",1,1,"6.10",NA,1,"9.02",NA,1,"5.60",NA,1,0,1,0,0,1,"Gesturing"
76628,"annual_2022","2022-07-17",1,"Backyard",3,1,"5.24",NA,1,"6.24",NA,1,"5.88",NA,0,0,1,0,0,0,NA,1,1,"2.82",NA,1,"2.58",NA,1,"2.48",NA,1,0,1,0,0,0,NA
76628,"annual_2023","2023-05-14",1,"In the yard/patio. Brick.",5,1,"5.79",NA,0,NA,"Elliot stopped jogging.",1,"5.68",NA,0,0,1,0,0,0,NA,4,1,"3.43",NA,1,"2.04",NA,1,"2.30",NA,1,0,1,0,0,0,NA
76698,"annual_2023","2023-05-09",0,"Turf with infill dog agility ring",1,1,"6.43",NA,1,"6.65",NA,1,"6.77",NA,0,0,0,0,1,0,NA,1,1,"1.65",NA,1,"1.58",NA,1,"1.57",NA,0,0,0,0,1,0,NA
76756,"annual_2022","2022-07-25",0,"concrete  garage and outside",2,1,"6.25",NA,1,"5.18",NA,1,"4.31",NA,0,0,1,0,0,0,NA,2,1,"3.61",NA,1,"3.98",NA,1,"3.18",NA,1,0,1,0,0,0,NA
76871,"annual_2023","2023-05-15",1,"My fenced backyard",4,1,"2.83",NA,1,"2.81",NA,1,"2.65",NA,0,0,1,1,0,0,NA,5,1,"2.17",NA,1,"2.03",NA,1,"1.97",NA,1,0,1,1,0,0,NA
76876,"annual_2022","2022-07-14",1,"In the yard in front of my condo. Grass",3,1,"4.80",NA,1,"4.66",NA,1,"4.54",NA,0,0,1,0,0,0,NA,3,1,"3.94",NA,1,"3.29",NA,1,"3.21",NA,1,0,1,0,0,0,NA
76876,"annual_2023","2023-04-13",0,"In the back yard around the pool cage, on concrete",5,1,"4.00",NA,1,"3.01",NA,1,"2.09",NA,1,0,0,0,0,0,NA,3,1,"3.94",NA,1,"3.29",NA,1,"3.49",NA,1,0,0,0,0,0,NA
76891,"annual_2023","2023-05-13",0,"Back yard flat dirt",4,1,"4.31",NA,1,"4.39",NA,1,"4.4",NA,0,0,0,0,0,1,"Said let's go and dog healing on right",3,1,"1.83",NA,1,"1.89",NA,1,"1.85",NA,0,1,1,0,0,0,NA
76983,"annual_2023","2023-05-07",0,"in my driveway, gravel",3,1,"4.25",NA,1,"4.03",NA,1,"3.72",NA,0,0,1,0,0,0,NA,4,1,"2.06",NA,1,"2.08",NA,1,"2.14",NA,0,0,1,0,0,0,NA
77012,"annual_2022","2022-07-15",0,"Park with grass",2,1,"3.56",NA,1,"3.77",NA,1,"5.95",NA,0,0,1,0,0,1,"Jogging next to her usually gets her to jog",2,1,"2.88",NA,1,"2.66",NA,1,"2.35",NA,0,0,0,0,0,1,"Threw a ball for her to chase."
77095,"annual_2023","2023-05-08",0,"A hallway inside our home",2,1,"4.9",NA,1,"4.9",NA,1,"4.8",NA,1,0,1,0,0,0,NA,2,1,"2.7",NA,1,"4.9",NA,1,"4.8",NA,1,0,1,0,0,0,NA
77106,"annual_2023","2023-04-19",0,"In my yard between outbuildings. Grass.",4,1,"5.09",NA,1,"4.70",NA,1,"4.88",NA,1,0,0,0,0,0,NA,2,1,"2.04",NA,1,"2.07",NA,1,"2.13",NA,1,0,0,0,0,0,NA
77117,"annual_2023","2023-05-23",0,"back yard cement patio (dogwood towards lawn)",2,1,"4.05",NA,1,"3.99",NA,1,"3.88",NA,1,0,0,0,0,0,NA,2,1,"1.98",NA,1,"1.73",NA,1,"1.66",NA,1,0,0,0,0,0,NA
77340,"annual_2023","2023-05-20",1,"Coyote Park",2,1,"5.31",NA,1,"5.24",NA,1,"5.37",NA,0,0,0,0,1,0,NA,2,1,"2.50",NA,1,"2.57",NA,1,"2.63",NA,1,0,0,0,0,0,NA
77375,"annual_2022","2022-07-11",1,"Back yard",2,1,"4.33",NA,1,"4.45",NA,1,"4.31",NA,0,0,0,0,1,0,NA,2,1,"1.82",NA,1,"1.76",NA,0,NA,"He got distracted by another dog barking.",0,0,0,1,0,0,NA
77439,"annual_2023","2023-05-08",0,"My yard",3,1,"5.21",NA,1,"5.98",NA,1,"4.99",NA,1,0,1,0,0,0,NA,2,1,"5.75",NA,1,"2.99",NA,1,"3.09",NA,1,0,1,0,0,0,NA
77471,"annual_2023","2023-05-27",0,"My back yard",2,1,"6.35",NA,1,"5.94",NA,1,"5.01",NA,0,0,0,0,1,0,NA,2,1,"2.33",NA,1,"2.38",NA,1,"2.58",NA,1,0,0,0,0,0,NA
77518,"annual_2023","2023-05-20",1,"behind gardeners shed",3,1,"5.00",NA,1,"4.76",NA,1,"4.96",NA,0,0,1,0,0,0,NA,3,1,"1.80",NA,1,"1.87",NA,1,"1.87",NA,0,0,1,0,0,0,NA
77521,"annual_2023","2023-05-14",0,"outside, asphalt driveway",3,1,"3.97",NA,1,"4.15",NA,1,"3.81",NA,0,0,1,0,0,0,NA,3,1,"1.68",NA,1,"1.55",NA,1,"1.37",NA,1,0,0,0,0,0,NA
77559,"annual_2023","2023-05-02",1,"lawn in yard",3,1,".055",NA,1,".054",NA,1,".045",NA,1,0,1,0,0,0,NA,3,1,".033",NA,1,".032",NA,1,".036",NA,1,0,1,0,0,0,NA
77597,"annual_2023","2023-04-23",0,"Front yard - grass surface",2,1,"3.37",NA,1,"2.82",NA,1,"3.06",NA,1,0,0,0,0,0,NA,2,1,"2.54",NA,1,"2.39",NA,1,"2.05",NA,1,0,0,0,0,0,NA
77666,"annual_2023","2023-04-13",0,"on my paved,  blacktopped driveway",2,1,"4.35",NA,1,"4.15",NA,1,"3.45",NA,1,0,1,0,0,0,NA,1,1,"3.25",NA,1,"3.17",NA,1,"3.02",NA,1,0,1,0,0,0,NA
77668,"annual_2022","2022-07-25",0,"Front sidewalk",4,1,"5.85",NA,1,"5.55",NA,0,NA,"She started running",0,0,0,0,1,0,NA,3,1,"2.94",NA,1,"3.02",NA,1,"2.96",NA,1,0,0,0,0,0,NA
77803,"annual_2023","2023-05-25",1,"The north end of the lower ball field at Big Howe. On grass.",3,1,"04.45",NA,1,"05.38",NA,1,"04.80",NA,1,0,1,0,0,0,NA,1,1,"02.95",NA,1,"02.22",NA,1,"02.46",NA,0,0,1,0,0,0,NA
77809,"annual_2023","2023-05-25",0,"In my yard",3,1,"5.64",NA,1,"4.90",NA,1,"4.94",NA,1,0,0,0,0,0,NA,3,1,"2.56",NA,1,"2.05",NA,1,"1.75",NA,1,0,0,0,0,0,NA
77824,"annual_2023","2023-05-10",0,"in my back yard",2,1,"6.36",NA,1,"5.10",NA,1,"6.21",NA,1,0,0,0,0,0,NA,2,1,"6.36",NA,1,"5.10",NA,1,"6.21",NA,1,0,0,0,0,0,NA
77872,"annual_2023","2023-05-07",0,"The hallway",3,1,"3.52",NA,1,"3.38",NA,1,"3.48",NA,0,0,1,0,0,0,NA,3,1,"2.16",NA,1,"2.9",NA,1,"2.51",NA,0,0,1,0,0,0,NA
78051,"annual_2023","2023-04-25",0,"in my yard, grass and dirt",1,1,"4.53",NA,1,"4.96",NA,1,"4.38",NA,1,0,0,0,0,0,NA,1,1,"2.23",NA,1,"2.16",NA,1,"2.23",NA,1,0,0,0,0,0,NA
78318,"annual_2023","2023-05-18",0,"grass-covered yard",3,1,"7",NA,1,"5",NA,1,"6",NA,0,0,1,0,0,0,NA,3,1,"2.2",NA,1,"2.18",NA,1,"2.17",NA,0,1,0,0,0,0,NA
78384,"annual_2023","2023-05-15",0,"In my yard.  Grass",1,1,"5.62",NA,1,"5.71",NA,1,"5.59",NA,1,0,0,0,0,0,NA,3,1,"3.42",NA,1,"3.30",NA,1,"3.27",NA,1,0,1,0,0,0,NA
78481,"annual_2022","2022-09-22",1,"inside my house, from the living room to the dining room, on tiled floor.",3,1,"7.05",NA,1,"7.0",NA,1,"7.77",NA,0,0,1,0,0,0,NA,3,1,"3.90",NA,1,"3.13",NA,1,"3.96",NA,1,0,1,0,0,0,NA
78481,"annual_2023","2023-04-16",1,"inside my house, from the living room to the dining room, on tiled floor.",5,1,"5.50",NA,1,"4.68",NA,1,"5.07",NA,1,0,1,0,0,0,NA,3,1,"3.00",NA,1,"3.06",NA,1,"3.10",NA,1,0,1,0,0,0,NA
78552,"annual_2023","2023-05-15",0,"backyard friend house",2,1,"3.78",NA,1,"3.6",NA,1,"3.4",NA,1,0,1,0,0,0,NA,2,1,"3.4",NA,1,"3.3",NA,1,"3.43",NA,1,0,1,0,0,0,NA
78585,"annual_2022","2022-08-02",0,"street in front of house",3,1,"3.43",NA,1,"3.93",NA,1,"3.67",NA,1,0,1,0,0,0,NA,3,1,"2.27",NA,1,"2.07",NA,1,"2.18",NA,1,0,1,0,0,0,NA
78603,"annual_2023","2023-05-21",0,"In my backyard; dirt, cement",3,1,"7.37",NA,1,"8.19",NA,1,"8.60",NA,1,0,1,0,0,0,NA,2,1,"5.64",NA,0,NA,"Dog got distracted by other dog in yard",1,"6.33",NA,1,1,1,0,0,0,NA
78615,"annual_2022","2022-06-19",0,"hallway in home",3,1,"7.12",NA,1,"5.29",NA,1,"6.28",NA,0,0,1,0,0,0,NA,3,1,"3.47",NA,1,"3.84",NA,1,"2.87",NA,1,0,0,0,0,0,NA
78742,"annual_2023","2023-05-24",0,"driveway, asphalt",2,1,"4.33",NA,1,"4.57",NA,1,"4.39",NA,1,0,1,0,0,0,NA,2,1,"4.76",NA,1,"4.13",NA,1,"3.64",NA,1,0,1,1,0,0,NA
78743,"annual_2022","2022-07-25",1,"Carpeted apartment hallway",3,1,"3.17",NA,1,"2.70",NA,1,"2.80",NA,1,0,1,0,0,0,NA,4,1,"1.87",NA,1,"1.72",NA,1,"1.82",NA,1,0,1,0,0,0,NA
78931,"annual_2022","2022-07-25",0,"Driveway at our house - asphalt.",1,1,"4.70",NA,1,"5.01",NA,1,"3.73",NA,0,0,1,0,0,0,NA,1,1,"2.07",NA,1,"1.92",NA,1,"2.8",NA,1,0,1,0,0,0,NA
78948,"annual_2023","2023-05-25",1,"Backyard",1,1,"4.22",NA,1,"4.4",NA,1,"4.33",NA,0,0,1,1,0,0,NA,2,1,"2.46",NA,1,"2.61",NA,1,"2.73",NA,0,0,1,1,0,0,NA
79092,"annual_2023","2023-05-24",1,"Back yard, grass",3,1,"5.71",NA,1,"4.32",NA,1,"4.84",NA,1,0,0,0,0,0,NA,2,1,"4.26",NA,1,"3.23",NA,1,"2.54",NA,1,0,0,0,0,0,NA
79142,"annual_2023","2023-04-18",0,"Grass next to right of driveway",3,1,"7.25",NA,1,"8.27",NA,1,"6.08",NA,1,0,1,0,0,0,NA,3,1,"1.49",NA,1,"1.69",NA,1,"1.67",NA,0,1,1,0,0,0,NA
79210,"annual_2023","2023-05-07",0,"Carpeted hallway upstairs",2,1,"4.25",NA,1,"4.46",NA,1,"4.43",NA,0,0,1,0,0,0,NA,3,1,"3.46",NA,1,"3.46",NA,1,"3.59",NA,1,0,1,0,0,1,"Ran with her"
79286,"annual_2022","2022-07-16",0,"In my yard; grass",3,1,"3.71",NA,1,"4.35",NA,1,"3.8",NA,0,0,1,0,0,0,NA,2,1,"2.61",NA,1,"2.65",NA,1,"3.15",NA,0,1,0,0,0,0,NA
79286,"annual_2023","2023-04-22",1,"Grassy area in our yard.",2,1,"4.10",NA,1,"3.84",NA,1,"3.67",NA,0,0,1,1,0,0,NA,1,1,"3.37",NA,1,"2.47",NA,1,"2.35",NA,0,0,1,1,0,0,NA
79350,"annual_2023","2023-05-21",1,"Location is backyard.",5,1,"4.92",NA,1,"5.33",NA,1,"4.92",NA,0,0,1,0,0,0,NA,3,1,"3.37",NA,1,"3.09",NA,1,"3.03",NA,0,0,1,0,0,0,NA
79401,"annual_2023","2023-05-11",0,"In my yard; grass",1,1,"4.16",NA,1,"3.86",NA,1,"4.35",NA,0,1,0,0,0,0,NA,2,1,"1.61",NA,1,"1.37",NA,1,"1.48",NA,0,1,0,0,0,0,NA
79414,"annual_2023","2023-05-10",1,"back cement patio - run-out is onto a level lawn",1,1,"4.55",NA,1,"5.46",NA,1,"4.45",NA,1,0,1,0,0,0,NA,1,1,"4.68",NA,1,"4.32",NA,1,"4.60",NA,1,0,1,0,0,0,NA
79514,"annual_2023","2023-05-14",0,"my backyard--the patio which is flat",3,1,"4.8",NA,1,"3.1",NA,0,NA,"Caleb was too distracted",1,0,0,0,0,0,NA,3,1,"4.2",NA,1,"3.8",NA,0,NA,"Caleb was too distracted and wouldn't stay on course",1,0,0,0,0,0,NA
79530,"annual_2023","2023-05-14",0,"in our backyard",3,1,"7.29",NA,1,"7.74",NA,0,NA,"lost interest halfway through and went off course",1,0,0,0,0,0,NA,2,1,"3.39",NA,1,"2.84",NA,1,"3.19",NA,1,0,0,0,0,0,NA
79536,"annual_2022","2022-07-25",0,"In my backyard, grass, very slight downward pitch",3,1,"4.00",NA,1,"4.20",NA,1,"4.23",NA,0,0,1,0,0,0,NA,1,1,"3.20",NA,1,"3.01",NA,1,"3.01",NA,0,0,1,0,0,0,NA
79633,"annual_2023","2023-05-13",0,"sidewalk outside our house, it is concrete",3,1,"0.8",NA,1,"0.7",NA,1,"0.6",NA,1,0,1,0,0,0,NA,4,0,NA,"He is getting blind, he doesn't see others at a distance.",0,NA,"he did not want to run, he just walked and could not see me while calling him.",0,NA,"he did not want to run",0,0,1,1,0,0,NA
79681,"annual_2023","2023-05-23",0,"concrete driveway",1,1,"5.9",NA,1,"6.1",NA,1,"5.7",NA,0,0,1,0,0,0,NA,1,1,"5.2",NA,1,"5.1",NA,1,"5.3",NA,0,0,1,0,0,0,NA
79684,"annual_2023","2023-05-08",1,"Home driveway on concrete",3,1,"4.55",NA,1,"5.23",NA,1,"5.08",NA,1,0,1,0,0,0,NA,3,1,"1.85",NA,1,"1.84",NA,1,"1.92",NA,1,0,1,0,0,0,NA
79687,"annual_2023","2023-05-21",1,"In the basement of my house",1,1,"10.28",NA,1,"10.16",NA,1,"10.42",NA,1,0,0,0,0,0,NA,2,1,"4.61",NA,1,"4.93",NA,1,"5.00",NA,1,0,0,0,0,0,NA
79704,"annual_2023","2023-05-11",0,"asphalt road",3,1,"4.16",NA,1,"4.43",NA,1,"3.38",NA,1,0,0,0,0,0,NA,2,1,"1.9",NA,0,NA,"veered off course",0,NA,"veered off course",1,0,0,0,0,0,NA
79733,"annual_2023","2023-04-12",0,"Inside",2,1,"4",NA,1,"8",NA,1,"4",NA,1,0,0,0,0,0,NA,2,1,"3",NA,1,"3",NA,1,"3",NA,1,0,0,0,0,0,NA
79737,"annual_2023","2023-05-09",1,"Front yard, dirt and limited grass",3,1,"5.63",NA,1,"5.58",NA,1,"5.53",NA,1,0,1,1,0,0,NA,3,1,"2.88",NA,1,"2.89",NA,1,"2.82",NA,1,0,1,1,0,0,NA
79757,"annual_2023","2023-05-15",1,"These exercises were completed on the public leading to our residence. The street is of asphalt construction and at a very slight incline (< 1%) approaching our house.  All repetitions were performed in the ""upslope"" direction.",1,1,"5.44",NA,1,"5.49",NA,1,"5.60",NA,0,0,1,0,0,0,NA,1,1,"2.39",NA,1,"2.34",NA,1,"2.41",NA,0,0,1,0,0,0,NA
79766,"annual_2023","2023-05-08",1,"backyard, grass",1,1,"4.45",NA,1,"5.14",NA,1,"4.82",NA,1,0,0,0,0,0,NA,1,1,"2.62",NA,1,"2.50",NA,1,"2.02",NA,1,0,0,0,0,0,NA
79793,"annual_2023","2023-05-11",0,"Grass in my yard",3,1,"4.71",NA,1,"6.81",NA,1,"6.28",NA,1,0,1,0,0,0,NA,4,1,"1.21",NA,1,"2.9",NA,1,"2.16",NA,1,0,1,0,0,0,NA
79800,"annual_2023","2023-05-16",0,"in my yard - grass",1,1,"3.52",NA,1,"3.15",NA,1,"3.59",NA,0,0,1,0,0,0,NA,1,1,"1.88",NA,1,"2.22",NA,1,"2.24",NA,0,0,1,0,0,0,NA
79817,"annual_2022","2022-07-18",1,"Our Front Yard",3,1,"5.39",NA,1,"4.66",NA,1,"5.32",NA,0,0,1,0,0,0,NA,3,1,"3.37",NA,1,"3.26",NA,1,"3.57",NA,0,0,1,0,0,0,NA
79817,"annual_2023","2023-05-03",1,"Our Front Yard",4,1,"4.38",NA,1,"4.12",NA,1,"3.67",NA,0,0,1,0,0,0,NA,4,1,"3.42",NA,1,"3.17",NA,1,"2.67",NA,0,0,1,0,0,0,NA
79839,"annual_2022","2022-06-29",0,"a park",3,1,"4.0",NA,1,"4.3",NA,1,"4.0",NA,0,0,0,0,1,0,NA,3,1,"2.43",NA,1,"2.55",NA,1,"2.47",NA,1,0,0,0,0,0,NA
79839,"annual_2023","2023-04-14",1,"flat grassy area",2,1,"4.61",NA,1,"4.81",NA,1,"4.85",NA,1,0,1,0,0,0,NA,2,1,"2.5",NA,1,"2.4",NA,1,"2.1",NA,1,0,1,0,0,0,NA
