"dog_id","Sample_Year","DAP_Sample_ID","krt_cp_total_protein_value","krt_cp_total_protein_modifier","krt_cp_albumin_value","krt_cp_albumin_modifier","krt_cp_globulins_value","krt_cp_globulins_modifier","krt_cp_alb_glob_ratio_value","krt_cp_alb_glob_ratio_modifier","krt_cp_calcium_value","krt_cp_calcium_modifier","krt_cp_phosphorus_value","krt_cp_phosphorus_modifier","krt_cp_magnesium_value","krt_cp_magnesium_modifier","krt_cp_glucose_value","krt_cp_glucose_modifier","krt_cp_bun_value","krt_cp_bun_modifier","krt_cp_creatinine_value","krt_cp_creatinine_modifier","krt_cp_bilirubin_total_value","krt_cp_bilirubin_total_modifier","krt_cp_alkp_value","krt_cp_alkp_modifier","krt_cp_alt_value","krt_cp_alt_modifier","krt_cp_ggt_value","krt_cp_ggt_modifier","krt_cp_amylase_value","krt_cp_amylase_modifier","krt_cp_triglycerides_value","krt_cp_triglycerides_modifier","krt_cp_cholesterol_value","krt_cp_cholesterol_modifier","krt_cp_sodium_value","krt_cp_sodium_modifier","krt_cp_potassium_value","krt_cp_potassium_modifier","krt_cp_chloride_value","krt_cp_chloride_modifier","krt_cp_sp_ratio_value","krt_cp_sp_ratio_modifier","krt_cp_test_comments"
78597,"precision_2","78597-precision_2-ChemPanel",6.3,NA,3.3,NA,3,NA,1.1,NA,9.9,NA,3.9,NA,1.6,NA,95,NA,17,NA,1.1,NA,0.3,NA,20,NA,30,NA,3,NA,467,NA,36,NA,233,NA,147,NA,3.9,NA,113,NA,37.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
78615,"precision_1","78615-precision_1-ChemPanel",6.2,NA,2.8,NA,3.4,NA,0.8,NA,10.5,NA,4.1,NA,2,NA,91,NA,53,NA,2.2,NA,0.2,NA,33,NA,66,NA,3,NA,721,NA,56,NA,232,NA,148,NA,4.9,NA,115,NA,30.2,NA,NA
78637,"precision_1","78637-precision_1-ChemPanel",6.4,NA,3.2,NA,3.2,NA,1,NA,10.9,NA,5.7,NA,1.7,NA,114,NA,11,NA,0.7,NA,0.4,NA,492,NA,158,NA,3,"<",854,NA,260,NA,243,NA,146,NA,5.1,NA,111,NA,28.6,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.1+ lipemia is reported. No known interferences."
78743,"precision_1","78743-precision_1-ChemPanel",6.5,NA,3.3,NA,3.2,NA,1,NA,10.1,NA,3.6,NA,2,NA,95,NA,19,NA,0.9,NA,0.2,NA,28,NA,35,NA,3,NA,371,NA,36,NA,233,NA,146,NA,4.8,NA,115,NA,30.4,NA,NA
78781,"precision_1","78781-precision_1-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,9.5,NA,3.9,NA,1.7,NA,95,NA,15,NA,1.2,NA,0.2,NA,33,NA,22,NA,3,"<",474,NA,51,NA,329,NA,148,NA,3.9,NA,112,NA,37.9,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
78875,"precision_1","78875-precision_1-ChemPanel",6.3,NA,2.9,NA,3.4,NA,0.9,NA,9.9,NA,3.7,NA,1.6,NA,84,NA,20,NA,0.65,NA,0.1,NA,118,NA,103,NA,3,NA,549,NA,150,NA,333,NA,145,NA,5.4,NA,109,NA,26.9,NA,NA
78931,"precision_1","78931-precision_1-ChemPanel",5.7,NA,3.1,NA,2.6,NA,1.2,NA,9.8,NA,4.5,NA,2,NA,92,NA,17,NA,0.9,NA,0.2,NA,56,NA,25,NA,3,"<",328,NA,46,NA,305,NA,146,NA,4.6,NA,115,NA,31.7,NA,NA
78931,"precision_2","78931-precision_2-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,9.5,NA,3,NA,1.6,NA,101,NA,15,NA,0.9,NA,0.2,NA,65,NA,26,NA,3,"<",412,NA,57,NA,279,NA,145,NA,4.4,NA,116,NA,33,NA,NA
78948,"precision_1","78948-precision_1-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,9.3,NA,5.1,NA,1.8,NA,72,NA,20,NA,0.7,NA,0.2,NA,27,NA,61,NA,5,NA,381,NA,65,NA,274,NA,149,NA,4.7,NA,118,NA,31.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
79014,"precision_1","79014-precision_1-ChemPanel",6.5,NA,3.8,NA,2.7,NA,1.4,NA,8.2,NA,3.1,NA,1.8,NA,28,NA,23,NA,0.7,NA,0.3,NA,28,NA,54,NA,3,"<",480,NA,55,NA,232,NA,151,NA,4.9,NA,112,NA,30.8,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history."
79014,"precision_2","79014-precision_2-ChemPanel",6.4,NA,3.6,NA,2.8,NA,1.3,NA,10.5,NA,3.1,NA,1.7,NA,104,NA,18,NA,0.86,NA,0.2,NA,39,NA,67,NA,3,"<",490,NA,77,NA,182,NA,147,NA,4.3,NA,112,NA,34.2,NA,NA
79124,"precision_1","79124-precision_1-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,10.3,NA,3.8,NA,1.9,NA,108,NA,29,NA,1,NA,0.2,NA,30,NA,18,NA,3,"<",545,NA,127,NA,308,NA,149,NA,4.2,NA,116,NA,35.5,NA,NA
79124,"precision_2","79124-precision_2-ChemPanel",6.1,NA,3.3,NA,2.8,NA,1.2,NA,9.9,NA,4.6,NA,1.8,NA,102,NA,19,NA,1.1,NA,0.1,NA,18,NA,38,NA,4,NA,417,NA,73,NA,269,NA,149,NA,4.8,NA,118,NA,31,NA,NA
79210,"precision_1","79210-precision_1-ChemPanel",6.4,NA,3.6,NA,2.8,NA,1.3,NA,10.1,NA,2.8,NA,1.9,NA,100,NA,11,NA,0.8,NA,0.2,NA,84,NA,64,NA,3,NA,425,NA,207,NA,280,NA,146,NA,4.2,NA,110,NA,34.8,NA,"GGT exactly 3. "
79210,"precision_2","79210-precision_2-ChemPanel",6.6,NA,3.6,NA,3,NA,1.2,NA,9.6,NA,3.7,NA,2.1,NA,22,NA,12,NA,0.75,NA,0.3,NA,124,NA,110,NA,3,"<",429,NA,501,NA,280,NA,147,NA,5,NA,107,NA,29.4,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.1+ lipemia is reported. No known interferences."
79286,"precision_1","79286-precision_1-ChemPanel",6,NA,3.1,NA,2.9,NA,1.1,NA,9.8,NA,4.2,NA,1.9,NA,97,NA,15,NA,0.9,NA,0.2,NA,20,NA,40,NA,3,NA,404,NA,42,NA,256,NA,148,NA,4,NA,116,NA,37,NA,NA
79286,"precision_2","79286-precision_2-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,10.7,NA,3.8,NA,1.8,NA,90,NA,17,NA,1,NA,0.3,NA,15,NA,36,NA,3,"<",403,NA,54,NA,371,NA,147,NA,4.2,NA,114,NA,35,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
79351,"precision_1","79351-precision_1-ChemPanel",6.3,NA,3.1,NA,3.2,NA,1,NA,9.9,NA,3.2,NA,1.8,NA,96,NA,13,NA,1,NA,0.2,NA,57,NA,44,NA,3,NA,380,NA,38,NA,440,NA,146,NA,4.2,NA,116,NA,34.8,NA,NA
79536,"precision_1","79536-precision_1-ChemPanel",6.7,NA,3.3,NA,3.4,NA,1,NA,8.6,NA,4.5,NA,2,NA,20,NA,20,NA,0.8,NA,0.5,NA,74,NA,29,NA,3,"<",520,NA,842,NA,342,NA,146,NA,5.5,NA,124,NA,26.5,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.Specimen was lipemic and was cleared by high speed centrifugation before chemical analysis. Cholesterol testing was performed on this sample prior to high speed centrifugation.3+ hemolysis is reported and may affect phosphorus, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.1+ lipemia is reported. No known interferences."
79557,"precision_1","79557-precision_1-ChemPanel",7.1,NA,3.3,NA,3.8,NA,0.9,NA,6.9,NA,3.8,NA,1.9,NA,43,NA,12,NA,1.05,NA,0.3,NA,15,NA,37,NA,3,"<",447,NA,39,NA,222,NA,148,NA,5.4,NA,111,NA,27.4,NA,"Calcium result verified by repeat analysis.Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
79732,"precision_1","79732-precision_1-ChemPanel",5.8,NA,3.7,NA,2.1,NA,1.8,NA,10.1,NA,3.7,NA,1.9,NA,102,NA,12,NA,1.2,NA,0.2,NA,21,NA,48,NA,3,"<",464,NA,63,NA,217,NA,147,NA,4.8,NA,114,NA,30.6,NA,NA
79732,"precision_2","79732-precision_2-ChemPanel",6.5,NA,3.7,NA,2.8,NA,1.3,NA,10.1,NA,3.2,NA,1.6,NA,79,NA,20,NA,1.22,NA,0.2,NA,27,NA,56,NA,3,"<",426,NA,131,NA,192,NA,148,NA,4.6,NA,111,NA,32.2,NA,"1+ lipemia is reported. No known interferences."
79817,"precision_1","79817-precision_1-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,10.6,NA,1.8,NA,1.7,NA,114,NA,20,NA,1.2,NA,0.2,NA,17,NA,30,NA,3,"<",358,NA,41,NA,268,NA,150,NA,4.3,NA,118,NA,34.9,NA,NA
79817,"precision_2","79817-precision_2-ChemPanel",6.1,NA,3.2,NA,2.9,NA,1.1,NA,9.9,NA,2.8,NA,1.6,NA,102,NA,17,NA,1.14,NA,0.2,NA,13,NA,32,NA,3,NA,342,NA,82,NA,278,NA,148,NA,4.5,NA,113,NA,32.9,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
79839,"precision_1","79839-precision_1-ChemPanel",7,NA,3.8,NA,3.2,NA,1.2,NA,10.3,NA,3,NA,1.7,NA,123,NA,18,NA,0.9,NA,0.2,NA,22,NA,43,NA,3,NA,338,NA,42,NA,198,NA,151,NA,4,NA,118,NA,37.8,NA,NA
79839,"precision_2","79839-precision_2-ChemPanel",7,NA,3.7,NA,3.3,NA,1.1,NA,10.2,NA,2.6,NA,1.8,NA,111,NA,18,NA,1.06,NA,0.2,NA,47,NA,34,NA,3,"<",655,NA,70,NA,199,NA,146,NA,4.3,NA,113,NA,34,NA,NA
79841,"precision_1","79841-precision_1-ChemPanel",5.7,NA,2.6,NA,3.1,NA,0.8,NA,9.1,NA,4,NA,1.6,NA,97,NA,17,NA,1.2,NA,0.2,NA,122,NA,34,NA,3,NA,787,NA,50,NA,334,NA,144,NA,4.9,NA,115,NA,29.4,NA,NA
79910,"precision_1","79910-precision_1-ChemPanel",5.8,NA,3.4,NA,2.4,NA,1.4,NA,9.5,NA,2.5,NA,2.2,NA,115,NA,16,NA,1.2,NA,0.2,NA,7,NA,25,NA,3,"<",317,NA,27,NA,174,NA,150,NA,4,NA,118,NA,37.5,NA,NA
79910,"precision_2","79910-precision_2-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.4,NA,3.3,NA,1.8,NA,110,NA,16,NA,1.12,NA,0.2,NA,12,NA,20,NA,3,NA,330,NA,25,NA,196,NA,147,NA,4.2,NA,114,NA,35,NA,NA
80099,"precision_1","80099-precision_1-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,10.1,NA,3,NA,2,NA,98,NA,14,NA,0.8,NA,0.2,NA,92,NA,41,NA,3,NA,533,NA,178,NA,301,NA,146,NA,4.9,NA,112,NA,29.8,NA,NA
80099,"precision_2","80099-precision_2-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,10.4,NA,3.2,NA,1.7,NA,98,NA,15,NA,0.9,NA,0.2,NA,126,NA,48,NA,4,NA,745,NA,106,NA,291,NA,146,NA,4.8,NA,110,NA,30.4,NA,NA
80191,"precision_1","80191-precision_1-ChemPanel",6.2,NA,2.9,NA,3.3,NA,0.9,NA,8.1,NA,3.8,NA,2.3,NA,118,NA,15,NA,0.8,NA,0.2,NA,432,NA,28,NA,3,"<",770,NA,696,NA,233,NA,146,NA,5.4,NA,106,NA,27,NA,"1+ lipemia is reported. No known interferences.3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
80191,"precision_2","80191-precision_2-ChemPanel",6.9,NA,3.2,NA,3.7,NA,0.9,NA,11.4,NA,5.5,NA,1.9,NA,111,NA,46,NA,1.38,NA,0.2,NA,291,NA,42,NA,3,"<",1117,NA,1406,NA,256,NA,147,NA,5.3,NA,107,NA,27.7,NA,"Triglyceride result verified by repeat analysis. Specimen was lipemic and was cleared by high speed centrifugation before chemical analysis. Cholesterol and triglyceride testing was performed on this sample prior to high speed centrifugation.2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
80300,"precision_1","80300-precision_1-ChemPanel",6.1,NA,3.7,NA,2.4,NA,1.5,NA,10.2,NA,4.4,NA,1.6,NA,109,NA,11,NA,0.6,NA,0.1,NA,14,NA,38,NA,3,"<",504,NA,19,NA,222,NA,145,NA,4.3,NA,112,NA,33.7,NA,NA
80300,"precision_2","80300-precision_2-ChemPanel",6.5,NA,3.7,NA,2.8,NA,1.3,NA,10.2,NA,4,NA,1.6,NA,79,NA,13,NA,0.6,NA,0.1,NA,12,NA,46,NA,3,"<",414,NA,31,NA,186,NA,146,NA,4.4,NA,110,NA,33.2,NA,NA
80380,"precision_1","80380-precision_1-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,9.8,NA,3.3,NA,2.1,NA,104,NA,15,NA,1.1,NA,0.2,NA,40,NA,67,NA,3,"<",453,NA,71,NA,233,NA,145,NA,4.7,NA,111,NA,30.9,NA,NA
80380,"precision_2","80380-precision_2-ChemPanel",6.9,NA,3.3,NA,3.6,NA,0.9,NA,10.7,NA,3.6,NA,1.9,NA,85,NA,18,NA,1.1,NA,0.2,NA,86,NA,142,NA,3,NA,544,NA,72,NA,248,NA,146,NA,4.9,NA,110,NA,29.8,NA,NA
80495,"precision_1","80495-precision_1-ChemPanel",6.6,NA,3.3,NA,3.3,NA,1,NA,10.1,NA,2.9,NA,1.6,NA,100,NA,14,NA,0.9,NA,0.2,NA,31,NA,59,NA,3,"<",456,NA,65,NA,248,NA,147,NA,4,NA,114,NA,36.8,NA,NA
80495,"precision_2","80495-precision_2-ChemPanel",6.4,NA,3.5,NA,2.9,NA,1.2,NA,10,NA,3.9,NA,1.6,NA,96,NA,13,NA,0.98,NA,0.2,NA,28,NA,56,NA,3,NA,543,NA,74,NA,266,NA,145,NA,4.1,NA,111,NA,35.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
80753,"precision_1","80753-precision_1-ChemPanel",7,NA,3.7,NA,3.3,NA,1.1,NA,10.4,NA,4.8,NA,1.7,NA,97,NA,18,NA,0.9,NA,0.3,NA,114,NA,45,NA,3,"<",434,NA,221,NA,231,NA,149,NA,4.7,NA,112,NA,31.7,NA,"1+ lipemia is reported. No known interferences.3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
80753,"precision_2","80753-precision_2-ChemPanel",6.5,NA,3.6,NA,2.9,NA,1.2,NA,10.4,NA,3.6,NA,1.5,NA,99,NA,14,NA,0.92,NA,0.2,NA,191,NA,55,NA,3,NA,512,NA,144,NA,220,NA,147,NA,4.3,NA,112,NA,34.2,NA,NA
80959,"precision_1","80959-precision_1-ChemPanel",6.6,NA,3.5,NA,3.1,NA,1.1,NA,10.6,NA,3.2,NA,2.4,NA,125,NA,15,NA,1.1,NA,0.2,NA,71,NA,43,NA,3,"<",492,NA,289,NA,224,NA,146,NA,4.1,NA,111,NA,35.6,NA,"1+ lipemia is reported. No known interferences.2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
80959,"precision_2","80959-precision_2-ChemPanel",6.5,NA,3.4,NA,3.1,NA,1.1,NA,10.8,NA,4.1,NA,1.8,NA,97,NA,13,NA,0.8,NA,0.2,NA,89,NA,25,NA,3,"<",424,NA,148,NA,234,NA,146,NA,4.7,NA,111,NA,31.1,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
81218,"precision_1","81218-precision_1-ChemPanel",6.6,NA,3.3,NA,3.3,NA,1,NA,10.1,NA,3.9,NA,1.7,NA,95,NA,20,NA,1.2,NA,0.2,NA,135,NA,33,NA,3,NA,1039,NA,55,NA,206,NA,146,NA,4.5,NA,111,NA,32.4,NA,NA
81218,"precision_2","81218-precision_2-ChemPanel",6.3,NA,3.3,NA,3,NA,1.1,NA,9.7,NA,3.1,NA,1.7,NA,100,NA,17,NA,1.05,NA,0.2,NA,132,NA,41,NA,4,NA,915,NA,63,NA,203,NA,145,NA,4.3,NA,111,NA,33.7,NA,NA
81276,"precision_1","81276-precision_1-ChemPanel",5.9,NA,3,NA,2.9,NA,1,NA,9.5,NA,3.5,NA,1.6,NA,96,NA,14,NA,1,NA,0.2,NA,18,NA,34,NA,3,"<",829,NA,33,NA,252,NA,147,NA,4.5,NA,115,NA,32.7,NA,NA
81276,"precision_2","81276-precision_2-ChemPanel",6.1,NA,3.1,NA,3,NA,1,NA,10,NA,3.6,NA,1.6,NA,94,NA,15,NA,1.12,NA,0.3,NA,22,NA,31,NA,3,"<",496,NA,36,NA,312,NA,149,NA,4.4,NA,111,NA,33.9,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
81279,"precision_1","81279-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,10.3,NA,4.5,NA,2,NA,103,NA,14,NA,0.5,NA,0.2,NA,35,NA,25,NA,3,"<",357,NA,56,NA,337,NA,147,NA,4,NA,111,NA,36.8,NA,NA
81279,"precision_2","81279-precision_2-ChemPanel",6.1,NA,3.4,NA,2.7,NA,1.3,NA,9.9,NA,2.8,NA,1.7,NA,100,NA,13,NA,0.58,NA,0.2,NA,25,NA,28,NA,3,"<",336,NA,73,NA,312,NA,150,NA,4,NA,114,NA,37.5,NA,NA
81550,"precision_1","81550-precision_1-ChemPanel",6,NA,2.9,NA,3.1,NA,0.9,NA,10,NA,4.5,NA,1.9,NA,88,NA,30,NA,1.51,NA,0.2,NA,47,NA,31,NA,3,NA,715,NA,71,NA,218,NA,152,NA,5.2,NA,122,NA,29.2,NA,NA
81582,"precision_1","81582-precision_1-ChemPanel",6.3,NA,3,NA,3.3,NA,0.9,NA,10.1,NA,3.6,NA,1.6,NA,96,NA,14,NA,1.1,NA,0.2,NA,66,NA,36,NA,3,"<",553,NA,41,NA,307,NA,148,NA,4.1,NA,115,NA,36.1,NA,NA
81582,"precision_2","81582-precision_2-ChemPanel",6,NA,2.8,NA,3.2,NA,0.9,NA,9.8,NA,4.2,NA,1.5,NA,95,NA,13,NA,1.09,NA,0.2,NA,52,NA,41,NA,3,"<",583,NA,43,NA,241,NA,146,NA,4.6,NA,114,NA,31.7,NA,NA
81603,"precision_1","81603-precision_1-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,9.9,NA,3.1,NA,2.1,NA,103,NA,16,NA,1.4,NA,0.3,NA,28,NA,49,NA,3,NA,817,NA,47,NA,159,NA,147,NA,4.4,NA,112,NA,33.4,NA,NA
81771,"precision_1","81771-precision_1-ChemPanel",5.4,NA,2.7,NA,2.7,NA,1,NA,8.9,NA,5.4,NA,1.9,NA,86,NA,16,NA,0.8,NA,0.2,NA,14,NA,42,NA,3,"<",306,NA,45,NA,374,NA,146,NA,4.4,NA,113,NA,33.2,NA,NA
82003,"precision_1","82003-precision_1-ChemPanel",5.9,NA,3.4,NA,2.5,NA,1.4,NA,9.9,NA,4.3,NA,1.6,NA,89,NA,20,NA,1.2,NA,0.2,NA,112,NA,90,NA,4,NA,314,NA,76,NA,374,NA,144,NA,4.7,NA,110,NA,30.6,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
82003,"precision_2","82003-precision_2-ChemPanel",6.6,NA,3.7,NA,2.9,NA,1.3,NA,10.6,NA,3.5,NA,1.6,NA,94,NA,22,NA,1.38,NA,0.2,NA,202,NA,80,NA,4,NA,371,NA,227,NA,346,NA,148,NA,4.3,NA,109,NA,34.4,NA,"1+ lipemia is reported. No known interferences."
82028,"precision_1","82028-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,9.8,NA,4,NA,1.7,NA,93,NA,25,NA,1.1,NA,0.2,NA,74,NA,72,NA,3,"<",498,NA,107,NA,314,NA,149,NA,4.5,NA,114,NA,33.1,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
82284,"precision_1","82284-precision_1-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,9.3,NA,2.8,NA,1.6,NA,103,NA,16,NA,1.1,NA,0.2,NA,37,NA,81,NA,3,NA,449,NA,48,NA,211,NA,146,NA,3.8,NA,115,NA,38.4,NA,NA
82284,"precision_2","82284-precision_2-ChemPanel",5.1,NA,2.7,NA,2.4,NA,1.1,NA,9.2,NA,3.3,NA,1.6,NA,110,NA,18,NA,1.1,NA,0.2,NA,32,NA,437,NA,3,NA,848,NA,51,NA,189,NA,150,NA,3.9,NA,118,NA,38.5,NA,NA
82333,"precision_1","82333-precision_1-ChemPanel",6.5,NA,3.2,NA,3.3,NA,1,NA,10.3,NA,3.3,NA,1.8,NA,96,NA,17,NA,1,NA,0.3,NA,18,NA,29,NA,3,NA,464,NA,54,NA,272,NA,146,NA,4.2,NA,114,NA,34.8,NA,NA
82333,"precision_2","82333-precision_2-ChemPanel",6.4,NA,3.1,NA,3.3,NA,0.9,NA,9.8,NA,3.4,NA,1.6,NA,102,NA,18,NA,1.03,NA,0.2,NA,19,NA,24,NA,3,NA,427,NA,75,NA,295,NA,146,NA,4.1,NA,116,NA,35.6,NA,NA
82356,"precision_1","82356-precision_1-ChemPanel",5.7,NA,3.1,NA,2.6,NA,1.2,NA,10,NA,3.5,NA,2,NA,100,NA,19,NA,1.3,NA,0.2,NA,33,NA,48,NA,3,NA,318,NA,44,NA,281,NA,146,NA,4.5,NA,114,NA,32.4,NA,NA
82356,"precision_2","82356-precision_2-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,10.1,NA,3.1,NA,1.7,NA,102,NA,20,NA,1.38,NA,0.3,NA,26,NA,43,NA,3,NA,552,NA,43,NA,307,NA,149,NA,4.4,NA,112,NA,33.9,NA,NA
82456,"precision_1","82456-precision_1-ChemPanel",5.7,NA,2.9,NA,2.8,NA,1,NA,10.8,NA,4.1,NA,1.6,NA,97,NA,27,NA,0.9,NA,0.2,NA,43,NA,32,NA,3,"<",559,NA,77,NA,212,NA,148,NA,4.6,NA,113,NA,32.2,NA,NA
82456,"precision_2","82456-precision_2-ChemPanel",5.5,NA,2.8,NA,2.7,NA,1,NA,9.9,NA,3.9,NA,1.8,NA,90,NA,20,NA,0.77,NA,0.1,NA,207,NA,37,NA,3,"<",743,NA,89,NA,188,NA,152,NA,5,NA,114,NA,30.4,NA,NA
82483,"precision_1","82483-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,9.9,NA,3.3,NA,1.6,NA,88,NA,15,NA,1,NA,0.2,NA,27,NA,42,NA,3,NA,693,NA,40,NA,218,NA,147,NA,4.3,NA,113,NA,34.2,NA,NA
82483,"precision_2","82483-precision_2-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,9.7,NA,3.9,NA,1.6,NA,98,NA,14,NA,1.05,NA,0.2,NA,38,NA,49,NA,3,NA,683,NA,51,NA,228,NA,148,NA,4.5,NA,113,NA,32.9,NA,NA
82486,"precision_1","82486-precision_1-ChemPanel",6.6,NA,3.5,NA,3.1,NA,1.1,NA,11,NA,2.6,NA,1.9,NA,102,NA,8,NA,0.8,NA,0.3,NA,1024,NA,36,NA,3,NA,377,NA,134,NA,343,NA,146,NA,4.5,NA,111,NA,32.4,NA,"ALKP result verified by repeat analysis."
82486,"precision_2","82486-precision_2-ChemPanel",6.5,NA,3.3,NA,3.2,NA,1,NA,10.7,NA,2.9,NA,1.6,NA,104,NA,7,NA,0.7,NA,0.3,NA,1031,NA,31,NA,3,"<",303,NA,130,NA,311,NA,148,NA,4.9,NA,113,NA,30.2,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
82486,"precision_3","82486-precision_3-ChemPanel",6.8,NA,3.4,NA,3.4,NA,1,NA,10.7,NA,4,NA,1.7,NA,100,NA,15,NA,0.73,NA,0.6,NA,1639,NA,43,NA,3,"<",398,NA,382,NA,472,NA,147,NA,5.1,NA,110,NA,28.8,NA,"ALKP and GGT results verified by repeat analysis.Specimen was lipemic and was cleared by high speed centrifugation before chemical analysis. Cholesterol testing was performed on this sample prior to high speed centrifugation.4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
82550,"precision_1","82550-precision_1-ChemPanel",5.7,NA,3.3,NA,2.4,NA,1.4,NA,9.5,NA,2.8,NA,2.2,NA,128,NA,20,NA,1.4,NA,0.3,NA,27,NA,39,NA,73,NA,504,NA,40,NA,151,NA,147,NA,3.7,NA,112,NA,39.7,NA,"GGT result verified by repeat analysis. 1+ lipemia is reported. No known interferences.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
82550,"precision_2","82550-precision_2-ChemPanel",5.8,NA,3.3,NA,2.5,NA,1.3,NA,10,NA,2.8,NA,1.8,NA,108,NA,20,NA,1.6,NA,0.3,NA,30,NA,33,NA,3,NA,483,NA,51,NA,150,NA,151,NA,4.2,NA,115,NA,36,NA,NA
82567,"precision_1","82567-precision_1-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,9.6,NA,3.1,NA,2,NA,87,NA,13,NA,1,NA,0.3,NA,16,NA,27,NA,3,NA,224,NA,51,NA,331,NA,146,NA,4.3,NA,116,NA,34,NA,NA
82567,"precision_2","82567-precision_2-ChemPanel",6.1,NA,3.1,NA,3,NA,1,NA,9.8,NA,3.1,NA,1.8,NA,71,NA,15,NA,0.92,NA,0.2,NA,25,NA,37,NA,4,NA,275,NA,63,NA,363,NA,146,NA,4.2,NA,113,NA,34.8,NA,NA
82722,"precision_1","82722-precision_1-ChemPanel",5.8,NA,3,NA,2.8,NA,1.1,NA,9.4,NA,3.9,NA,1.8,NA,106,NA,15,NA,1.2,NA,0.3,NA,30,NA,17,NA,3,NA,674,NA,50,NA,225,NA,147,NA,4.3,NA,115,NA,34.2,NA,NA
82722,"precision_2","82722-precision_2-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,9.5,NA,3.4,NA,1.7,NA,105,NA,14,NA,1.17,NA,0.2,NA,23,NA,14,NA,3,"<",679,NA,57,NA,235,NA,146,NA,4.2,NA,115,NA,34.8,NA,NA
