"dog_id","survey_year","mm_sc_date","mm_sc_stairs_used_previously","mm_sc_loc_y","mm_sc_stairs_used_description","mm_sc_stair_height_cm","mm_sc_stair_count","mm_sc_number_practice_trials","mc_sc_trial_1_outcome","mm_sc_trial_1_time_seconds","mm_sc_trial_1_problems","mm_sc_trial_2_outcome","mm_sc_trial_2_time_seconds","mm_sc_trial_2_problems","mm_sc_trial_3_outcome","mm_sc_trial_3_time_seconds","mm_sc_trial_3_problems","mm_sc_trials_motivation_treat","mm_sc_trials_motivation_toy","mm_sc_trials_motivation_verbal","mm_sc_trials_motivation_clapping","mm_sc_trials_motivation_none","mm_sc_trials_motivation_other","mm_sc_trials_motivation_other_description"
87431,"annual_2023","2023-05-15",0,NA,"in my garage, wood",19,11,5,1,".81",NA,1,".89",NA,1,".95",NA,1,0,1,0,0,0,NA
87469,"annual_2023","2023-04-29",0,NA,"Parking garage. Outside. Cement stairs.",15,11,1,1,"1.80",NA,1,"1.56",NA,1,"1.83",NA,0,0,1,0,0,0,NA
87505,"annual_2022","2022-07-21",1,0,"inside my house, carpeted",23,11,2,1,"2.11",NA,1,"2.34",NA,1,"2.83",NA,1,0,1,0,0,0,NA
87567,"annual_2023","2023-05-21",0,NA,"Inside house- carpeted",21.5,12,1,1,"3.28",NA,1,"3.4",NA,1,"3.38",NA,0,1,1,0,0,0,NA
87572,"annual_2023","2023-05-15",0,NA,"in my house, carpeted treats on wood stairs",20,13,2,1,"6.20",NA,0,NA,"Henry refused to go down the steps, so we could not start the trial",0,NA,"Henry refused to go down the steps, so we could not start the trial",1,0,0,0,0,0,NA
87582,"annual_2023","2023-05-31",1,0,"In the house",19,10,2,1,"1.40",NA,1,".90",NA,1,".86",NA,1,0,0,0,0,0,NA
87591,"annual_2023","2023-05-16",1,1,"inside my house",20.5,14,2,1,"3.12",NA,1,"3.10",NA,1,"3.11",NA,1,0,0,0,0,0,NA
87642,"annual_2023","2023-05-22",1,0,"Inside house.  Carpet",20,8,3,1,"1.28",NA,1,"1.21",NA,1,"1.41",NA,1,0,0,0,0,0,NA
87664,"annual_2023","2023-05-07",0,NA,"Stairs to basement carpet she goes up and down these weekly",20.5,12,2,1,"7.36",NA,1,"7.52",NA,1,"7.74",NA,1,0,0,0,0,0,NA
87709,"annual_2022","2022-07-24",1,0,"inside my house",17,8,3,1,"1.16",NA,1,"1.21",NA,1,"1.33",NA,0,0,1,0,0,0,NA
87769,"annual_2023","2023-04-24",0,NA,"14 rock steps on a rock pathway going down the hillside of my property towards the creek. We have only one set of inside stairs that we don't allow Jake to use",18,14,1,1,"3.26",NA,1,"4.95",NA,1,"3.11",NA,1,0,1,0,0,0,NA
87815,"annual_2023","2023-04-25",1,0,"inside my house, main floor to bonus room  carpeting",19,11,1,1,"2.28",NA,1,"1.68",NA,1,"1.90",NA,1,0,0,0,0,0,NA
87834,"annual_2023","2023-05-23",1,0,"inside an apartment building  concrere",18,32,1,1,"30",NA,1,"30",NA,1,"30",NA,0,0,1,0,0,0,NA
87852,"annual_2022","2022-06-17",1,0,"Exterior concrete basement stairs",18,8,2,1,"2.64",NA,1,"1.98",NA,1,"4.34",NA,1,0,0,0,0,0,NA
87852,"annual_2023","2023-04-07",1,0,"Outside basement steps",16.5,8,2,1,"3.78",NA,1,"4.08",NA,1,"2.48",NA,1,0,0,0,0,0,NA
87857,"annual_2023","2023-05-30",0,NA,"interior stairs from ground level to second floor. Carpeted",16.5,14,1,1,"12.74",NA,1,"8.89",NA,1,"8.52",NA,1,0,1,0,0,0,NA
87914,"annual_2023","2023-05-26",0,NA,"Basement",19,12,1,1,"4.02",NA,1,"5.38",NA,1,"4.09",NA,1,0,1,0,0,0,NA
87917,"annual_2023","2023-05-11",1,0,"In my house",19,8,3,1,".77",NA,1,".72",NA,1,".70",NA,1,0,0,0,0,0,NA
87947,"annual_2023","2023-05-21",0,NA,"Inside my house  Stairs are wooden and open  MY DOG REGULARLY RUNS UP THESE STAIRS TO WAKE ME UP IN THE MORNING.",20.5,9,1,1,"5",NA,1,"7",NA,1,"5.3",NA,1,0,0,0,0,1,"HAND SIGNAL  MY DOG IS DEAF    THIS IS THE BEST WE COULD DO. SHE BECAME CONFUSED AND COULD NOT FIGURE OUT WHAT WAS HAPPENING. I ENDED UP USING A LOOSE LEASH AND CLIMBING UP IN FRONT OF HER. THIS WAS THE BEST WE COULD DO."
88009,"annual_2023","2023-04-30",0,NA,"inside my house",21,13,1,1,"1.73",NA,1,"2.01",NA,1,"2.26",NA,1,0,1,1,0,0,NA
88022,"annual_2022","2022-07-28",0,NA,"Inside the house",20,13,3,1,"2.82",NA,0,NA,"She got confused about what I wanted her to do.",1,"2.064",NA,1,0,1,0,0,0,NA
88033,"annual_2023","2023-05-10",1,0,"wooden deck stairs",18,8,3,1,"2.27",NA,1,"2.28",NA,1,"2.25",NA,1,0,0,0,0,0,NA
88080,"annual_2022","2022-07-19",0,NA,"Inside my house - stairs to the lower level that are carpeted.",18,11,3,1,"1.70",NA,1,"1.80",NA,1,"2.15",NA,1,0,1,1,0,0,NA
88126,"annual_2023","2023-05-04",1,0,"Inside my house",19,10,3,1,"1.56",NA,1,"1.58",NA,1,"1.50",NA,1,0,1,0,0,0,NA
88146,"annual_2023","2023-04-26",0,NA,"interior home, first to second floor of home",18.5,16,3,1,"2.46",NA,1,"2.61",NA,1,"2.75",NA,1,0,1,0,0,0,NA
88164,"annual_2023","2023-05-26",0,NA,"Inside our house, carpet",19,8,2,1,"1.96",NA,1,"2.05",NA,0,NA,"Timer screwed up",1,0,1,0,0,0,NA
88195,"annual_2022","2022-07-13",0,NA,"in my house, wood steps",20,12,2,1,"3.78",NA,1,"2.14",NA,1,"1.75",NA,0,0,1,0,0,0,NA
88260,"annual_2022","2022-07-02",0,NA,"My friend's home indoors",19,11,3,1,"1.12",NA,1,"1.14",NA,1,"1.52",NA,0,0,1,0,0,0,NA
88314,"annual_2023","2023-05-09",0,NA,"Inside my house, carpet",19,11,3,1,".7",NA,1,".8",NA,1,".8",NA,1,0,1,0,0,0,NA
88358,"annual_2023","2023-05-19",0,NA,"At a park",15.5,20,1,1,"6.8",NA,1,"7",NA,1,"6.9",NA,0,0,1,0,0,0,NA
88392,"annual_2023","2023-05-11",1,0,"Inside my home, wood",18,14,1,1,"2.90",NA,1,"2.89",NA,1,"2.91",NA,0,0,1,0,0,0,NA
88428,"annual_2023","2023-05-14",0,NA,"carpeted steps in Community Center of retirement community",16.5,13,3,1,"2.78",NA,1,"2.91",NA,1,"3.20",NA,1,0,1,0,0,0,NA
88439,"annual_2023","2023-05-24",0,NA,"front house stairway. Wood steps w carpeted tread",18.5,8,3,1,"5.08",NA,1,"5.05",NA,1,"5.09",NA,0,0,1,0,0,0,NA
88456,"annual_2023","2023-05-13",0,NA,"inside my house from first floor to second floor",21,9,3,1,"2",NA,1,"2",NA,1,"2",NA,1,0,1,0,0,0,NA
88516,"annual_2023","2023-04-23",0,NA,"outside off the deck  wood",19,8,4,1,"2.72",NA,1,"2.30",NA,1,"2.65",NA,1,0,1,0,0,0,NA
88669,"annual_2023","2023-05-25",1,0,"carpeting inside house",10.5,15,3,1,"4.0",NA,1,"3.4",NA,1,"3.4",NA,1,0,0,0,0,0,NA
88677,"annual_2023","2023-05-20",0,NA,"outdoor concrete stairs",16.5,8,2,1,"0.92",NA,1,"0.81",NA,1,"0.93",NA,1,0,1,0,0,0,NA
88777,"annual_2023","2023-05-14",0,NA,"Carpeted in home",19,14,2,1,"4.28",NA,1,"3.49",NA,1,"3.31",NA,1,0,1,0,0,0,NA
88819,"annual_2023","2023-05-25",1,1,"Inside house. work",21,13,1,1,"1.74",NA,1,"1.6",NA,1,"1.7",NA,0,0,0,0,1,0,NA
88827,"annual_2022","2022-07-19",1,0,"inside staircase that is carpeted",7,16,1,1,"2.84",NA,1,"2.94",NA,1,"2.93",NA,1,0,1,0,0,0,NA
88829,"annual_2023","2023-05-23",1,0,"inside my house, first floor to basement  carpet treads on wood stairs",19.5,13,3,1,"7.58",NA,1,"6.55",NA,1,"6.45",NA,0,0,0,1,0,1,"food"
88875,"annual_2023","2023-05-23",0,NA,"Main stairs at parents's house",19.5,14,3,1,"2.72",NA,1,"2.34",NA,1,"2.08",NA,1,0,1,0,0,0,NA
88885,"annual_2023","2023-05-07",1,0,"Inside and carpeting",20.5,16,1,1,"2.73",NA,1,"2.86",NA,1,"2.99",NA,1,0,1,0,0,0,NA
88896,"annual_2023","2023-04-29",1,0,"inside my house",19.5,14,1,1,"2.36",NA,1,"1.68",NA,1,"1.75",NA,1,0,0,0,0,0,NA
88942,"annual_2023","2023-05-06",0,NA,"carpeted stairs inside the house",16.5,13,2,0,NA,"stopwatch error",0,NA,"handler error",1,"2.26",NA,0,1,0,0,0,0,NA
88955,"annual_2023","2023-05-15",1,0,"inside house. 11 stairs total",15,11,5,1,".08",NA,1,".08",NA,1,".07",NA,1,0,0,0,0,0,NA
88957,"annual_2022","2022-07-21",0,NA,"Common staircase in the house where I rent an apartment. The stairs are carpeted.",19.5,11,3,1,"1.14",NA,1,"1.33",NA,1,"1.58",NA,1,0,0,0,0,0,NA
88957,"annual_2023","2023-05-15",1,0,"In my house. Carpet.",18,11,1,1,"2.12",NA,1,"1.53",NA,1,"1.80",NA,1,0,1,0,0,0,NA
89032,"annual_2023","2023-04-22",1,0,"Inside house going to 2nd floor   Treads are Carpeted",20.5,13,1,1,"2.03",NA,1,"1.61",NA,1,"1.67",NA,1,0,0,0,0,0,NA
89034,"annual_2022","2022-07-10",0,NA,"in my home, carpeted stairways from center landing to the top landing.",19.5,8,1,1,"1.5",NA,1,"1.5",NA,1,"1.6",NA,1,0,1,0,0,0,NA
89034,"annual_2023","2023-05-03",1,0,"carpeted stairs inside my house.",19,8,1,1,"2.55",NA,1,"1.68",NA,1,"1.06",NA,1,0,0,0,0,0,NA
89041,"annual_2023","2023-04-18",1,0,"inside my house from the main level to the 2nd floor",19,13,1,1,"2.26",NA,1,"2.29",NA,1,"2.71",NA,1,0,1,0,0,0,NA
89076,"annual_2023","2023-05-25",1,0,"carpeted in the house",18,13,3,1,"2.5",NA,1,"2.7",NA,1,"2.3",NA,0,0,1,0,0,0,NA
89089,"annual_2023","2023-05-28",0,NA,"inside my house",25,11,1,1,"4.40",NA,1,"4.60",NA,1,"5.10",NA,1,0,1,0,0,0,NA
89103,"annual_2023","2023-05-21",1,0,"Inside my house; carpeted.",17,16,2,1,"6.24",NA,1,"5.99",NA,1,"6.27",NA,0,0,1,0,0,0,NA
89124,"annual_2023","2023-05-21",0,NA,"Inside, basement wood stairs.",19,12,3,1,"7.00",NA,1,"5.00",NA,1,"7.00",NA,1,0,0,0,0,0,NA
89161,"annual_2023","2023-05-24",0,NA,"This is the first time I am completing this activity and the stairs are located in my house. They are wood and go from the basement to the kitchen.",19,10,2,1,"2.02",NA,1,"1.73",NA,1,"1.45",NA,1,0,1,0,0,0,NA
89162,"annual_2023","2023-05-02",1,0,"Outside in my yard and wood steps",10,8,1,1,"60",NA,0,NA,"Too challenging for him",0,NA,"Not able to climb more than once",0,0,0,0,0,1,"Motioning him to come up the stairs.  He cant hear but has learned motions"
89181,"annual_2023","2023-05-24",1,0,"inside my house, carpet",17,9,2,1,"2.05",NA,1,"1.28",NA,1,"2.19",NA,1,0,0,0,0,0,NA
89191,"annual_2023","2023-04-30",0,NA,"inside house, carpet",21,9,2,1,"1.64",NA,1,"1.39",NA,1,"1.52",NA,0,0,1,0,0,0,NA
89229,"annual_2023","2023-05-29",0,NA,"Concrete stairs from house to garage",18,8,1,1,"1.46",NA,1,".93",NA,1,"1.07",NA,0,1,0,0,0,0,NA
89262,"annual_2023","2023-05-07",0,NA,"Inside my house",20.5,12,2,1,"7.3",NA,1,"4.90",NA,1,"6.09",NA,1,0,0,0,0,0,NA
89276,"annual_2023","2023-05-25",1,0,"inside my sister's house. There are carpet treads on wooden stairs.",17.5,12,1,1,"3.78",NA,1,"3.47",NA,1,"4.23",NA,1,0,1,0,0,0,NA
89326,"annual_2023","2023-05-22",0,NA,"In my house from the family room to the 1st floor, carpeted.",19,13,3,1,"2.15",NA,1,"3.00",NA,1,"2.42",NA,1,0,1,0,0,0,NA
89334,"annual_2023","2023-04-28",1,0,"In my yard  Trex",20,8,2,1,"1.41",NA,1,"1.25",NA,1,"1.33",NA,1,0,0,0,0,0,NA
89451,"annual_2023","2023-05-19",1,0,"inside house  first floor to basement  carpeted",21,7,1,1,"2.73",NA,1,"3.99",NA,1,"7.21",NA,1,0,0,0,0,0,NA
89518,"annual_2023","2023-05-17",0,NA,"In my house from the kitchen to the upstairs bonus room. Carpeted steps. 15 steps in all.",18,14,2,1,"4.32",NA,1,"3.57",NA,1,"3.95",NA,1,0,0,0,0,0,NA
89525,"annual_2023","2023-04-13",1,0,"Inside my house.",25.5,12,5,1,"2.0",NA,1,"2.0",NA,1,"2.0",NA,1,0,0,0,0,0,NA
89538,"annual_2023","2023-05-14",0,NA,"stairs to the basement",17,8,1,1,"2.12",NA,1,"1.58",NA,1,"1.15",NA,1,0,0,0,0,0,NA
89577,"annual_2023","2023-05-26",0,NA,"Stairs at moms house",15.5,6,1,1,".83",NA,1,".83",NA,1,".98",NA,1,0,1,0,0,0,NA
89681,"annual_2023","2023-05-05",0,NA,"Inside my house. Wood stairs to carpet landing.",20.5,14,2,1,"2.51",NA,1,"2.23",NA,1,"2.23",NA,1,0,1,0,0,0,NA
89702,"annual_2023","2023-05-28",0,NA,"Stairs in my house, carpeted.",20,12,2,1,"2.25",NA,1,"1.95",NA,1,"1.75",NA,1,0,0,0,0,0,NA
89755,"annual_2023","2023-05-13",0,NA,"inside house",20.5,6,1,1,"4.6",NA,1,"4.8",NA,0,NA,"wouldn't climb steps",0,1,1,0,0,0,NA
89792,"annual_2023","2023-06-05",0,NA,"Trex stairs to the deck in my yard.",20,8,1,1,"1.25",NA,1,"1.16",NA,1,"1.30",NA,1,0,0,0,0,0,NA
89824,"annual_2022","2022-07-12",0,NA,"main stairs. Hardwood",15,14,3,1,"2.23",NA,1,"2.17",NA,0,NA,"Just refused to continue- sat there and stared at me (she's not the sharpest tool in the shed)",1,0,1,1,0,0,NA
89856,"annual_2023","2023-05-30",1,0,"House  Carpetet",18,12,2,1,"1.58",NA,1,"1.59",NA,1,"1.58",NA,0,0,1,0,0,0,NA
89869,"annual_2023","2023-05-10",0,NA,"Inside my house",12.5,14,3,1,"3.46",NA,1,"3.69",NA,1,"3.98",NA,1,0,1,0,0,0,NA
89926,"annual_2023","2023-05-03",1,0,"inside my house",18,11,3,1,"1.53",NA,1,"1.14",NA,1,"1.53",NA,1,0,1,0,0,0,NA
89934,"annual_2023","2023-05-30",0,NA,"Inside the house, carpeted.",18,12,3,1,"4.88",NA,1,"5.01",NA,1,"4.89",NA,1,0,0,0,0,0,NA
90025,"annual_2023","2023-05-21",0,NA,"inside house (basement to ranch level), carpeted",18.5,13,1,1,"3.36",NA,1,"2.70",NA,1,"2.32",NA,1,0,1,1,0,0,NA
90076,"annual_2022","2022-06-28",1,0,"Inside my house, covered in carpeting",20.5,13,3,1,"2.31",NA,1,"2.60",NA,1,"1.95",NA,1,0,1,0,0,0,NA
90078,"annual_2023","2023-05-15",1,0,"Inside my house, carpet.",19,14,2,1,"2.15",NA,1,"2.30",NA,1,"3.11",NA,1,0,1,0,0,0,NA
90098,"annual_2023","2023-04-12",1,0,"Inside my house first floor to second floor.  Bare hardwood floor.",17,13,2,1,"4.49",NA,1,"4.31",NA,1,"4.29",NA,1,0,0,0,0,0,NA
90124,"annual_2023","2023-05-28",0,NA,"Stairway in Bo's home; wood, no carpet",17.5,13,1,1,"3.11",NA,1,"3.11",NA,1,"4.17",NA,1,0,1,0,0,0,NA
90127,"annual_2023","2023-04-24",1,0,"outbuilding/wood stairs  15/16 steps",19,17,3,1,"2.85",NA,1,"2.21",NA,1,"2.79",NA,1,0,0,0,0,0,NA
90137,"annual_2023","2023-06-02",0,NA,"Inside my house, the stairs fully carpeted. Bottom landing is wood, the stairs and top landing are carpeted.",18,16,2,1,"2.67",NA,1,"2.48",NA,1,"2.40",NA,1,0,0,0,0,0,NA
90148,"annual_2023","2023-05-25",0,NA,"concrete outside stairs up to deck.",7,8,1,1,"1.66",NA,1,"1.58",NA,1,"1.48",NA,1,0,1,0,0,0,NA
90182,"annual_2023","2023-05-25",0,NA,"stairs are carpeted that go from the basement of the house to the kitchen.  Scrappy is generally not allowed to go in basement because of concern he may get into something harmful.",20.5,12,1,1,"6.3",NA,1,"6.8",NA,1,"7.0",NA,1,0,1,0,0,0,NA
90216,"annual_2023","2023-05-27",0,NA,"Inside our house on carpeted stairs",16,12,2,1,"1.88",NA,1,"1.87",NA,1,"2.03",NA,1,0,0,0,0,0,NA
90279,"annual_2023","2023-05-11",1,0,"basement into house",18,8,3,1,"1.84",NA,1,"2.23",NA,1,"1.38",NA,0,0,1,0,0,0,NA
90342,"annual_2023","2023-04-27",0,NA,"carpeted stairs from the basement to the main floor of the house that the dog uses multiple times a day",19,12,1,1,"1.76",NA,1,"1.65",NA,1,"1.84",NA,0,0,1,0,0,0,NA
90343,"annual_2023","2023-05-29",1,0,"14 carpeted stairs inside our house.",17,14,1,1,"1.63",NA,1,"1.61",NA,1,"1.54",NA,0,0,1,0,0,0,NA
90353,"annual_2023","2023-05-23",0,NA,"inside my house carpeted stairs.",19.5,9,3,0,NA,"she climbed part way up the stairs and then turned around and went back down, then turned around as I kept encouraging her and came back up to me.",1,"0.90",NA,1,"0.80",NA,0,0,1,0,0,0,NA
90381,"annual_2023","2023-05-14",0,NA,"inside my house, basement to first floor, thin carpet, top landing wood, bottom landing linoleum",18.5,13,1,1,"2.85",NA,1,"2.85",NA,1,"2.57",NA,1,0,1,0,0,0,NA
90398,"annual_2023","2023-05-20",0,NA,"Outside stairs from 1st floor to deck.",18,16,1,1,"2.30",NA,1,"1.90",NA,1,"1.97",NA,0,0,1,1,0,0,NA
90421,"annual_2023","2023-04-23",1,0,"inside my house, carpet",19,15,3,1,"1.93",NA,1,"1.86",NA,1,"2.99",NA,1,0,0,0,0,0,NA
90424,"annual_2023","2023-05-24",0,NA,"inside my house, carpeted",19,8,3,1,"1.40",NA,1,"1.33",NA,1,"0.99",NA,1,0,1,0,0,0,NA
90496,"annual_2023","2023-05-24",0,NA,"Inside my house - carpeted",19,6,3,1,"1.52",NA,1,"1.13",NA,1,"1.13",NA,1,0,1,0,0,0,NA
90497,"annual_2023","2023-05-18",0,NA,"Inside house.  Main stairs.  Carpeted.",17,11,1,1,"1.05",NA,1,"1.05",NA,1,"1.16",NA,1,0,0,0,0,0,NA
90503,"annual_2023","2023-05-21",0,NA,"inside my house",19,14,1,1,"2.80",NA,1,"3.10",NA,1,"3.05",NA,1,0,1,0,0,0,NA
90549,"annual_2023","2023-05-08",1,1,"Inside house",19,10,1,1,"2.59",NA,1,"2.51",NA,1,"1.98",NA,0,0,1,0,0,0,NA
90555,"annual_2023","2023-05-16",0,NA,"inside house, 1st floor to second.",18,15,2,1,"3.05",NA,1,"2.85",NA,1,"3.37",NA,1,0,1,0,0,0,NA
90570,"annual_2023","2023-05-22",0,NA,"Outside at a library, concrete",17.5,14,3,1,"1.66",NA,1,"2.77",NA,1,"2.86",NA,1,0,0,0,0,0,NA
90580,"annual_2023","2023-05-28",0,NA,"inside my house. carpet.",20,13,4,1,"2.00",NA,1,"1.87",NA,1,"1.59",NA,1,1,1,0,0,0,NA
90581,"annual_2022","2022-07-24",1,0,"In the house, wood",23,9,3,1,"1.86",NA,1,"2.00",NA,1,"1.80",NA,1,0,1,0,0,0,NA
90581,"annual_2023","2023-05-10",1,0,"Inside the house",19,8,3,1,"1.76",NA,1,"2.06",NA,1,"1.85",NA,0,0,1,1,0,0,NA
90681,"annual_2023","2023-05-24",1,0,"Wooden stairs going from the basement to the ground floor",20.5,10,2,1,"5.08",NA,1,"4.33",NA,1,"5.04",NA,1,0,1,0,0,0,NA
90692,"annual_2023","2023-05-18",1,0,"Carpeting at my boy friends where sushi visits weekly",18,11,3,1,"1.76",NA,1,"1.8",NA,1,"1.0",NA,1,0,0,0,0,0,NA
90703,"annual_2023","2023-05-27",0,NA,"Outside stairs leading to an upper deck. Made of Trex composite decking",17,14,3,1,"4.73",NA,1,"4.36",NA,1,"4.61",NA,1,0,0,0,0,0,NA
90802,"annual_2022","2022-07-10",0,NA,"Inside my home.  All stairs carpet",20,14,2,1,"2.24",NA,1,"2.30",NA,1,"2.95",NA,0,0,1,0,0,0,NA
90926,"annual_2023","2023-05-15",1,0,"IN THE HOUSE. WOOD SURFACE.",20.5,13,1,1,"3.1",NA,1,"2.9",NA,1,"3.0",NA,1,0,0,0,0,0,NA
90930,"annual_2023","2023-05-14",1,0,"A set of stairs inside my house that connect the main floor to the loft bedroom that Penny and her human parents sleep in. They are poly coated wooden treads.",21,13,1,1,"1.89",NA,1,"1.69",NA,1,"1.73",NA,1,0,1,1,0,0,NA
91032,"annual_2023","2023-05-01",0,NA,"in my house, from my basement up to the kitchen. the stairs have carpet trends on them. the bottom step (ground floor) is a rubber-backed throw rug to wipe your feet. the top step (kitchen floor) is ceramic floor tile.",19,11,3,1,"2.29",NA,1,"2.46",NA,1,"2.36",NA,1,0,0,0,0,0,NA
91082,"annual_2023","2023-04-22",0,NA,"carpeted stairs in the house from 1st to 2nd floors. 17 steps of 7"" rise.",18,17,2,1,"2.40",NA,1,"2.47",NA,1,"2.33",NA,0,0,0,0,1,0,NA
91157,"annual_2023","2023-05-24",1,0,"inside home, wood",19,11,2,1,"2.98",NA,1,"2.51",NA,1,"2.78",NA,0,0,1,0,0,0,NA
91188,"annual_2023","2023-05-08",0,NA,"inside my house and they are wood with carpet runners.",18.5,8,3,1,"1.41",NA,1,"1.53",NA,1,"1.21",NA,1,0,0,0,0,0,NA
91219,"annual_2023","2023-05-23",0,NA,"outdoor deck stairs - painted wood",17,8,2,1,"0.74",NA,1,"0.71",NA,1,"0.66",NA,0,1,0,0,0,0,NA
91253,"annual_2023","2023-05-13",1,0,"Inside house, wood",19,12,3,1,"2.98",NA,1,"3.25",NA,1,"2.30",NA,1,0,0,0,0,0,NA
91317,"annual_2023","2023-05-10",0,NA,"Basement stairs, wooden, inside our home.",22,11,3,1,"3.3",NA,1,"2.1",NA,1,"2.1",NA,1,0,1,0,0,0,NA
91322,"annual_2023","2023-04-18",0,NA,"steps at a park / cement",18.5,11,3,1,"2.55",NA,1,"2.50",NA,1,"2.56",NA,1,0,0,0,0,0,NA
91349,"annual_2023","2023-04-24",0,NA,"inside house, carpeted, Autumn takes these stairs every evening to go to bed.",21,11,1,1,"1.53",NA,1,"2.13",NA,1,"1.56",NA,0,0,1,0,0,0,NA
91394,"annual_2023","2023-05-06",1,0,"Inside my house.  Rug on top of wood.",17.5,11,1,1,"4.13",NA,1,"2.58",NA,1,"4.32",NA,1,0,0,0,0,0,NA
91404,"annual_2023","2023-05-13",0,NA,"in home, carpet",20,11,2,1,"1.29",NA,1,"1.41",NA,1,"1.26",NA,0,0,1,0,0,0,NA
91416,"annual_2023","2023-05-10",1,0,"Inside my house and carpeted",16.5,12,1,1,"3.55",NA,1,"4.01",NA,1,"5.29",NA,1,0,1,0,0,0,NA
91434,"annual_2023","2023-05-07",0,NA,"stairs to second level of the garage/storage building, wood surface",18,16,3,1,"1.16",NA,1,"1.18",NA,1,"1.21",NA,0,1,0,0,0,0,NA
91503,"annual_2023","2023-05-20",0,NA,"Stairs from main floor to upstairs",11,16,2,1,"5.17",NA,1,"5.21",NA,1,"4.61",NA,1,0,1,0,0,0,NA
91518,"annual_2023","2023-05-18",1,0,"Outside stairs, wood.",17,14,3,1,"1.67",NA,1,"1.64",NA,1,"1.56",NA,0,0,1,0,0,0,NA
91521,"annual_2023","2023-05-08",1,0,"inside my house, going from hard wood main level onto carpeted stairs",8,16,3,1,"9.55",NA,1,"9.45",NA,1,"10.24",NA,1,0,1,0,0,0,NA
91528,"annual_2023","2023-05-14",1,0,"inside house, carpeted",20,15,1,1,"1.60",NA,1,"2.06",NA,1,"1.87",NA,1,0,1,0,0,0,NA
91542,"annual_2023","2023-05-19",1,0,"in house between main and second floor",20,14,3,1,"1.62",NA,1,"1.25",NA,1,"1.3",NA,1,0,1,1,0,0,NA
91570,"annual_2023","2023-05-28",1,0,"In my house.  Stairs are carpeted.",19,14,2,1,"1.70",NA,1,"1.89",NA,1,"2.02",NA,1,0,1,0,0,0,NA
91601,"annual_2023","2023-05-28",0,NA,"Inside house carpeted stairs",23,11,2,1,"3.13",NA,1,"4.34",NA,1,"4.97",NA,1,0,1,0,0,0,NA
91630,"annual_2023","2023-04-30",1,0,"inside my house",16.5,8,3,1,"1.83",NA,1,"1.45",NA,1,"1.3",NA,1,0,0,0,0,0,NA
91682,"annual_2023","2023-05-11",1,0,"Stairs to lower level",19.5,15,3,1,"1.94",NA,1,"1.92",NA,1,"1.73",NA,1,0,0,0,0,0,NA
91727,"annual_2022","2022-07-07",1,0,"Inside house",19.5,11,2,1,"2.13",NA,1,"2.11",NA,1,"2.13",NA,0,0,1,0,0,0,NA
91739,"annual_2023","2023-05-27",1,0,"Inside split-entry house. Stairs go up from entryway. Stairs are wood. No carpet.",20.5,8,1,1,"2.10",NA,1,"3.38",NA,1,"3.85",NA,1,0,1,0,0,0,NA
91748,"annual_2023","2023-05-28",1,1,"These are the stairs at my parents home, they are carpeted.",20,13,1,1,"3.21",NA,1,"2.67",NA,1,"3.20",NA,1,0,0,0,0,0,NA
91848,"annual_2023","2023-05-27",0,NA,"outdoors in local elementary school yard; concrete steps",14,10,2,1,"3.15",NA,1,"2.94",NA,1,"3.62",NA,1,0,1,0,0,1,"calling her name while shaking the treat bag and giving treat once finishing each trial"
92009,"annual_2023","2023-05-18",1,0,"In my house   Luxury vinyl",19.5,8,3,1,"1.19",NA,1,"1.26",NA,1,"1.01",NA,1,0,0,0,0,0,NA
92128,"annual_2022","2022-07-03",0,NA,"Inside my house",20,12,2,1,"2.86",NA,1,"2.90",NA,1,"2.55",NA,1,0,1,0,0,0,NA
92128,"annual_2023","2023-05-11",1,0,"Inside the house. Wood stairs with traction tape.",20,12,3,1,"3.00",NA,1,"3.06",NA,1,"2.71",NA,1,0,0,0,0,0,NA
92192,"annual_2023","2023-05-02",1,0,"Concrete rough surface stairs at nearby elementary school",14,11,1,1,"153",NA,1,"1.56",NA,1,"1.62",NA,1,0,1,0,0,0,NA
92243,"annual_2023","2023-05-17",0,NA,"in a church office building  there is a rubberized coating on the stairs",17.5,8,3,1,"1.88",NA,1,"1.64",NA,1,"1.27",NA,0,0,1,0,0,0,NA
92276,"annual_2023","2023-05-28",0,NA,"Stairs are in my house and have carpet",20,9,2,1,"1.6",NA,1,"1.54",NA,1,"1.67",NA,1,0,0,0,0,0,NA
92289,"annual_2023","2023-05-29",0,NA,"inside my house with berber carpet",18,11,1,1,"1.02",NA,1,".63",NA,1,".89",NA,1,0,1,0,0,0,NA
92301,"annual_2023","2023-04-28",1,0,"Inside my house, carpet",19,13,3,1,"1.63",NA,1,"1.74",NA,1,"1.67",NA,0,0,1,0,0,0,NA
92366,"annual_2023","2023-05-10",0,NA,"inside my house, carpeted",19,16,1,1,"2.88",NA,1,"2.58",NA,1,"2.78",NA,1,0,0,0,0,0,NA
92523,"annual_2023","2023-04-11",1,0,"inside house on wood stairs",19.5,14,1,1,"2.69",NA,1,"2.2",NA,1,"2.3",NA,1,0,0,0,0,0,NA
92548,"annual_2023","2023-05-23",1,0,"In a park, wooden stairs from one path to higher level path",14.5,24,1,1,"3.6",NA,1,"4.1",NA,1,"3.8",NA,1,0,1,0,0,0,NA
