"dog_id","Sample_Year","DAP_Sample_ID","krt_urine_col_meth","krt_urine_volume","krt_urine_transparency","krt_urine_sg","krt_urine_glucose","krt_urine_bilirubin","krt_urine_ketones","krt_urine_blood_hbg","krt_urine_ph","krt_urine_protien","krt_urine_wbc_hpf","krt_urine_rbc_hpf","krt_urine_squamous_hpf","krt_urine_urothelial_hpf","krt_urine_casts","krt_urine_casts_2","krt_urine_casts_3","krt_urine_casts_lpf","krt_urine_casts_lpf_2","krt_urine_casts_lpf_3","krt_urine_crystals","krt_urine_crystals_2","krt_urine_crystals_3","krt_urine_crystals_hpf","krt_urine_crystals_hpf_2","krt_urine_crystals_hpf_3","krt_urine_amorph_debris_hpf","krt_urine_bacteria","krt_urine_fat_hpf","krt_urine_color","krt_urine_test_comments"
55684,"precision_3","55684-precision_3-Urine","Free Catch",">3 mL","Clear","1.016","Negative","Negative","Negative","Negative",8.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Straw",NA
55792,"precision_1","55792-precision_1-Urine","Free Catch",">3 mL","Clear","1.045","Negative","1+","Negative","Negative",6.5,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Yellow",NA
55797,"precision_1","55797-precision_1-Urine","Free Catch","1-3 mL","Flocculent","1.058","Negative","1+","Negative","Negative",6.5,"1+","Rare","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,"None Observed","Rare","Dark Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
55797,"precision_2","55797-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.048","Negative","1+","Negative","Negative",7,"1+","10-20","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite","Bilirubin",NA,"Many","Rare",NA,NA,NA,"Rare","Amber",NA
55853,"precision_1","55853-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.055","Negative","1+","Negative","Negative",6,"1+","orig Few harm 0-3","None Observed","orig Few harm 0-3","Rare","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,"Few","None Observed","Few","Dark Straw",NA
55853,"precision_2","55853-precision_2-Urine","Unknown",">3 mL","Clear","1.030","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
55853,"precision_3","55853-precision_3-Urine","Free Catch",">3 mL","Clear","1.015","Negative","Negative","Negative","Negative",6,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Yellow",NA
56211,"precision_1","56211-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.043","Negative","Negative","Negative","Negative",7,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Rare",NA,NA,NA,NA,"Moderate","Yellow",NA
56274,"precision_1","56274-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.030","Negative","Negative","Negative","Trace",6,"2+","Too Numerous to Count","0-3","0-3","10-20","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Rod Shaped Bacteria","None Observed","Dark Straw",NA
56352,"precision_1","56352-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.024","Negative","Negative","Negative","Negative",8,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Few","Pale Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
56352,"precision_2","56352-precision_2-Urine","Free Catch",">3 mL","Cloudy","1.025","Negative","Negative","Negative","Negative",6.5,"Negative","3-6","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
56463,"precision_1","56463-precision_1-Urine","Unknown",">3 mL","Clear","1.027","Negative","Negative","Negative","Negative",6,"Negative","6-10","0-3","3-6","None Observed","Hyaline",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Yellow",NA
56463,"precision_2","56463-precision_2-Urine","Free Catch",">3 mL","Hazy","1.028","Negative","Negative","Negative","Negative",6,"Trace","10-20","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
56728,"precision_1","56728-precision_1-Urine","Cystocentesis","1-3 mL","Flocculent","1.046","Negative","1+","Negative","3+",8.5,"3+","Too Numerous to Count","20-40","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"Rod Shaped Bacteria","Many","Yellow","There is evidence of a urinary tract infection (pyuria +/- bacteria). The struvite crystalluria in this case is likely secondary to the urinary tract infection. "
56728,"precision_2","56728-precision_2-Urine","Free Catch",">3 mL","Clear","1.023","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
56757,"precision_1","56757-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.035","Negative","1+","Negative","Negative",7.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Many","Yellow",NA
56757,"precision_2","56757-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.026","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
56839,"precision_1","56839-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.029","Negative","Negative","Negative","Negative",6,"1+","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Yellow",NA
56990,"precision_1","56990-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Hazy","1.022","Negative","Negative","Negative","Negative",7,"Negative","0-3","0-3","None Observed","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Straw",NA
56990,"precision_2","56990-precision_2-Urine","Cystocentesis",">3 mL","Slightly Cloudy","1.025","Negative","Negative","Negative","Negative",7,"Negative","None Observed","0-3","None Observed","3-6","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
57262,"precision_1","57262-precision_1-Urine","Cystocentesis","1-3 mL","Cloudy","1.038","Negative","1+","Negative","3+",8.5,"2+","0-3","Too Numerous to Count","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Light Orange",NA
57351,"precision_1","57351-precision_1-Urine","Free Catch",">3 mL","Clear","1.059","Negative","1+","Negative","Negative",6,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Amber",NA
57351,"precision_2","57351-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.052","Negative","1+","Negative","Negative",7,"Trace","None Observed","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Moderate","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
57354,"precision_1","57354-precision_1-Urine","Cystocentesis",">3 mL","Clear","1.046","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
57354,"precision_2","57354-precision_2-Urine","Cystocentesis",">3 mL","Clear","1.034","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
57456,"precision_1","57456-precision_1-Urine","Free Catch",">3 mL","Clear","1.055","Negative","1+","Negative","Negative",6,"Trace","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Dark Straw",NA
57456,"precision_2","57456-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.043","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Pale Straw",NA
57492,"precision_1","57492-precision_1-Urine","Free Catch",">3 mL","Hazy","1.026","Negative","Negative","Negative","Negative",6,"Trace","0-3","0-3","0-3","None Observed","Hyaline","Granular",NA,"Moderate","Few",NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,"Cocci","Moderate","Pale Yellow",NA
57669,"precision_1","57669-precision_1-Urine","Free Catch",">3 mL","Hazy","1.049","Negative","1+","Negative","Negative",6,"Negative","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
57669,"precision_2","57669-precision_2-Urine","Free Catch",">3 mL","Cloudy","1.049","Negative","1+","Negative","Negative",8,"1+","0-3","None Observed","3-6","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,"Mixed Population","Few","Straw",NA
57682,"precision_1","57682-precision_1-Urine","Cystocentesis",">3 mL","Hazy","1.040","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,"None Observed","Many","Yellow","Checked by KP/LH"
57682,"precision_2","57682-precision_2-Urine","Free Catch",">3 mL","Hazy","1.038","Negative","Negative","Negative","Negative",6,"Negative","3-6","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
57719,"precision_1","57719-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Cloudy","1.035","Negative","1+","Negative","Negative",7,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
57719,"precision_2","57719-precision_2-Urine","Cystocentesis",">3 mL","Cloudy","1.029","Negative","1+","Negative","1+",6.5,"Trace","0-3","3-6","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Pale Yellow","Ictotest positive"
58299,"precision_1","58299-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.012","Negative","Negative","Negative","Negative",7,"Negative","0-3","None Observed","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Rare",NA,NA,NA,"Rod Shaped Bacteria","Moderate","Yellow",NA
58409,"precision_1","58409-precision_1-Urine","Unknown",">3 mL","Clear","1.013","Negative","Negative","Negative","Negative",8,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Straw",NA
58409,"precision_2","58409-precision_2-Urine","Free Catch",">3 mL","Clear","1.006","Negative","Negative","Negative","Negative",8,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Pale Straw",NA
58411,"precision_1","58411-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.027","Negative","1+","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow","Ictotest positive."
58474,"precision_1","58474-precision_1-Urine","Free Catch",">3 mL","Slightly Cloudy","1.050","Negative","1+","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
58474,"precision_2","58474-precision_2-Urine","Free Catch",">3 mL","Cloudy","1.050","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
58489,"precision_2","58489-precision_2-Urine","Free Catch","1-3 mL","Flocculent","1.051","Negative","1+","Negative","Negative",7.5,"1+","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Moderate","Gold","Spermatozoa were present on microscopic examination."
58510,"precision_1","58510-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.012","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","None Observed","0-3","None Observed",NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,"Moderate","Pale Straw","Checked by CW"
58516,"precision_1","58516-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.040","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Yellow",NA
58516,"precision_2","58516-precision_2-Urine","Free Catch",">3 mL","Hazy","1.029","Negative","Negative","Negative","Negative",7.5,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,NA,"Many","Yellow",NA
58595,"precision_1","58595-precision_1-Urine","Free Catch",">3 mL","Clear","1.039","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Rare","Dark Straw",NA
58595,"precision_2","58595-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.034","Negative","Negative","Negative","Negative",7.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Few","Straw",NA
58787,"precision_1","58787-precision_1-Urine","Cystocentesis",">3 mL","Clear","1.042","Negative","Negative","Negative","Negative",6.5,"Trace","0-3","0-3","None Observed","None Observed","Hyaline",NA,NA,"Few",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
58787,"precision_2","58787-precision_2-Urine","Cystocentesis",">3 mL","Cloudy","1.029","Negative","Negative","Negative","3+",6,"Trace","0-3","Too Numerous to Count","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate","Degenerating",NA,"Few","Few",NA,NA,NA,"Many","Dark Yellow","Budding yeast was present on microscopic examination."
58789,"precision_1","58789-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.045","Negative","1+","Negative","Negative",6.5,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Straw",NA
58789,"precision_2","58789-precision_2-Urine","Free Catch",">3 mL","Hazy","1.040","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
58898,"precision_1","58898-precision_1-Urine","Free Catch","1-3 mL","Cloudy","1.037","Negative","Negative","Negative","Trace",7.5,"Trace","10-20","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,"None Observed","Many","Yellow",NA
58898,"precision_2","58898-precision_2-Urine","Free Catch",">3 mL","Hazy","1.032","Negative","Negative","Negative","Negative",6,"Negative","10-20","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
58904,"precision_1","58904-precision_1-Urine","Cystocentesis","1-3 mL","Hazy","1.030","Negative","1+","Negative","Negative",7,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow","Icto positive"
58904,"precision_2","58904-precision_2-Urine","Free Catch",">3 mL","Clear","1.010","Negative","Negative","Negative","Negative",7.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Pale Straw",NA
59028,"precision_1","59028-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.050","Negative","1+","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow","Checked by CW"
59028,"precision_2","59028-precision_2-Urine","Free Catch","1-3 mL","Flocculent","1.041","Negative","Negative","Negative","Trace",7.5,"Trace","3-6","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Yellow","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
59058,"precision_1","59058-precision_1-Urine","Free Catch",">3 mL","Hazy","1.046","Negative","1+","Negative","Negative",7,"1+","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
59058,"precision_2","59058-precision_2-Urine","Free Catch",">3 mL","Clear","1.048","Negative","1+","Negative","Negative",8,"1+","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Moderate","Dark Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
59325,"precision_1","59325-precision_1-Urine","Free Catch","1-3 mL","Flocculent","1.035","Negative","1+","Negative","Negative",7.5,"Trace","3-6","None Observed","3-6","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"Cocci","Many","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
59325,"precision_2","59325-precision_2-Urine","Free Catch",">3 mL","Clear","1.033","Negative","Negative","Negative","Negative",7.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Moderate","Dark Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
59337,"precision_1","59337-precision_1-Urine","Cystocentesis","<1 mL","Clear","1.053","Negative","1+","Negative","Trace",6,"Trace","0-3","20-40","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
59337,"precision_2","59337-precision_2-Urine","Cystocentesis",">3 mL","Cloudy","1.047","Negative","Negative","Negative","3+",7,"1+","3-6","20-40","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Rod Shaped Bacteria","Many","Yellow",NA
59537,"precision_1","59537-precision_1-Urine","Free Catch",">3 mL","Clear","1.056","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
59573,"precision_1","59573-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.028","Negative","Negative","Negative","Negative",7,"Trace","0-3","0-3","3-6","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Rare",NA,NA,NA,NA,"Many","Straw",NA
59573,"precision_2","59573-precision_2-Urine","Free Catch","1-3 mL","Hazy","1.042","Negative","1+","Negative","Negative",6,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Dark Straw","Lot's of pollen and debris"
59674,"precision_1","59674-precision_1-Urine","Free Catch",">3 mL","Clear","1.054","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
59769,"precision_1","59769-precision_1-Urine","Free Catch",">3 mL","Hazy","1.046","Negative","1+","Negative","Negative",6.5,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
59769,"precision_2","59769-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.046","Negative","1+","Negative","Negative",6.5,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Many","Dark Straw","Budding yeast and/or hyphae were present on microscopic examination."
59794,"precision_1","59794-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Hazy","1.049","Negative","Negative","Negative","Negative",6,"Trace","orig Few harm 0-3","orig 0-5 harm 0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Straw",NA
59794,"precision_3","59794-precision_3-Urine","Unknown",">3 mL","Clear","1.048","Negative","Negative","Negative","Negative",7.5,"1+","0-3","3-6","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Dark Yellow",NA
59840,"precision_1","59840-precision_1-Urine","Cystocentesis","1-3 mL","Slightly Hazy","1.030","Negative","1+","Negative","Negative",6.5,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow",NA
59840,"precision_2","59840-precision_2-Urine","Free Catch","1-3 mL","Clear","1.033","Negative","Negative","Negative","Negative",6,"Negative","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
59914,"precision_1","59914-precision_1-Urine","Free Catch","1-3 mL","Cloudy","1.044","Negative","Negative","Negative","Negative",8,"1+","0-3","0-3","6-10","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals (artifact of storage). The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture."
59985,"precision_1","59985-precision_1-Urine","Cystocentesis","1-3 mL","Clear","1.009","Negative","Negative","Negative","Negative",6,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Pale Straw",NA
60014,"precision_1","60014-precision_1-Urine","Free Catch",">3 mL","Clear","1.005","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Rare","Pale Straw",NA
60014,"precision_2","60014-precision_2-Urine","Free Catch","1-3 mL","Clear","1.007","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Straw",NA
60021,"precision_1","60021-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.051","Negative","Negative","Negative","Negative",7,"Negative","3-6","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Dark Straw",NA
60021,"precision_2","60021-precision_2-Urine","Free Catch","1-3 mL","Hazy","1.052","Negative","Negative","Negative","Negative",6,"Trace","None Observed","None Observed","6-10","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"None Observed","Straw",NA
60146,"precision_1","60146-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.051","Negative","1+","Negative","Negative",7,"Negative","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"None Observed","Moderate","Straw",NA
60146,"precision_2","60146-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.050","Negative","Negative","Negative","Negative",6.5,"1+","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Few",NA,NA,NA,NA,"Rare","Yellow",NA
60205,"precision_1","60205-precision_1-Urine","Free Catch",">3 mL","Hazy","1.046","Negative","Negative","Negative","Negative",6,"3+","6-10","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
