"dog_id","Sample_Year","DAP_Sample_ID","krt_cbc_total_wbcs","krt_cbc_abs_metamyelocytes","krt_cbc_abs_bands","krt_cbc_abs_neutrophils","krt_cbc_abs_lymphocytes","krt_cbc_abs_monocytes","krt_cbc_abs_eosinophils","krt_cbc_abs_basophils","krt_cbc_abs_other_cells","krt_cbc_rel_metamyelocytes","krt_cbc_rel_bands","krt_cbc_rel_neutrophils","krt_cbc_rel_lymphocytes","krt_cbc_rel_monocytes","krt_cbc_rel_eosinophils","krt_cbc_rel_basophils","krt_cbc_rel_other_cells","krt_cbc_rbc","krt_cbc_hgb","krt_cbc_hct","krt_cbc_pcv","krt_cbc_mcv","krt_cbc_mch","krt_cbc_mchc","krt_cbc_rdw","krt_cbc_plt","krt_cbc_mpv","krt_cbc_pct","krt_cbc_plt_quant","krt_cbc_plt_morph","krt_cbc_plt_morph_2","krt_cbc_plt_morph_num","krt_cbc_plt_morph_num_2","krt_cbc_nucleated_rbcs","krt_cbc_retic_per","krt_cbc_retic_abs","krt_cbc_rbc_morph","krt_cbc_rbc_morph_2","krt_cbc_rbc_morph_3","krt_cbc_rbc_morph_num","krt_cbc_rbc_morph_num_2","krt_cbc_rbc_morph_num_3","krt_cbc_wbc_morph","krt_cbc_wbc_morph_2","krt_cbc_wbc_morph_num","krt_cbc_hemoparasites","krt_cbc_test_comments"
79910,"precision_2","79910-precision_2-CBC",7.16,0,0,5.8,0.93,0.36,0.07,0,0,0,0,81,13,5,1,0,0,5.88,14.7,43.9,NA,74.7,25,33.5,12.7,NA,14,0.66,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.45,26.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
80099,"precision_1","80099-precision_1-CBC",5.16,0,0,3.15,1.7,0.21,0.1,0,0,0,0,61,33,4,2,0,0,6.83,16.7,48.6,NA,71.2,24.5,34.4,12.4,291,10.6,0.31,"Appear Adequate",NA,NA,NA,NA,NA,1.26,85.9,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
80099,"precision_2","80099-precision_2-CBC",6.25,0,0,4.06,1.75,0.19,0.25,0,0,0,0,65,28,3,4,0,0,6.9,17,51.2,NA,74.2,24.6,33.2,12.9,330,10,0.33,"Appear Adequate",NA,NA,NA,NA,1,1.43,98.6,"Crenation","Polychromasia","See Comments","2+","1+",NA,"See Comments",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended.  Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
80191,"precision_1","80191-precision_1-CBC",10.2,0,0,7.24,2.24,0.31,0.41,0,0,0,0,71,22,3,4,0,0,5.82,15.2,43.8,NA,75.3,26.1,34.7,12.5,587,8.6,0.5,"Appear Increased",NA,NA,NA,NA,2,1.55,90.2,"Polychromasia","Lipemia Artifacts Observed",NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended."
80191,"precision_2","80191-precision_2-CBC",8.69,0,0,6.08,1.82,0.35,0.43,0,0,0,0,70,21,4,5,0,0,5.5,15.6,46.3,NA,84.2,28.4,33.7,12.9,NA,10.5,0.57,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.5,82.7,"Lipemia Artifacts Observed",NA,NA,NA,NA,NA,"Dohle Bodies",NA,"1+","None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended."
80300,"precision_1","80300-precision_1-CBC",11.91,0,0,9.77,1.67,0.24,0.24,0,0,0,0,82,14,2,2,0,0,6.5,15.8,46.7,NA,71.8,24.3,33.8,12.9,268,11.9,0.32,"Appear Adequate",NA,NA,NA,NA,1,0.51,33.4,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
80300,"precision_2","80300-precision_2-CBC",22.23,0,0.22,19.34,1.33,1.11,0.22,0,0,0,1,87,6,5,1,0,0,5,12.3,37,NA,74,24.6,33.2,12.7,279,12.1,0.34,"Appear Adequate",NA,NA,NA,NA,1,1.69,84.3,"Crenation",NA,NA,"2+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
80380,"precision_1","80380-precision_1-CBC",6.87,0,0,5.02,1.17,0.48,0.21,0,0,0,0,73,17,7,3,0,0,5.96,15.5,44.9,NA,75.3,26,34.5,12.2,321,8.8,0.28,"Appear Adequate",NA,NA,NA,NA,NA,1.02,60.9,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
80380,"precision_2","80380-precision_2-CBC",7.24,0,0,5.72,1.01,0.36,0.14,0,0,0,0,79,14,5,2,0,0,5.56,14.4,42.3,NA,76.1,25.9,34,12.7,NA,10.2,0.38,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.92,51.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
80495,"precision_1","80495-precision_1-CBC",11.75,0,0,6.35,3.53,0.94,0.94,0,0,0,0,54,30,8,8,0,0,8.11,20,58.7,NA,72.4,24.7,34.1,11.4,214,14.7,0.31,"Appear Adequate",NA,NA,NA,NA,2,0.75,60.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
80495,"precision_2","80495-precision_2-CBC",13.27,0,0,8.89,3.32,0.27,0.8,0,0,0,0,67,25,2,6,0,0,8.18,19.6,58.5,NA,71.5,24,33.5,11.8,NA,13.3,0.33,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.72,59.2,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
80753,"precision_1","80753-precision_1-CBC",4.9,0,0,3.63,0.64,0.25,0.39,0,0,0,0,74,13,5,8,0,0,6.76,15.2,45.7,NA,67.6,22.5,33.3,12.6,NA,11.9,0.61,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.2,80.9,"See Comments",NA,NA,NA,NA,NA,"See Comments",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended. Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
80753,"precision_2","80753-precision_2-CBC",6.12,0,0,5.26,0.43,0.18,0.24,0,0,0,0,86,7,3,4,0,0,6.68,15.6,47.5,NA,71.1,23.4,32.8,13.1,513,10.3,0.53,"Appear Increased",NA,NA,NA,NA,NA,1.15,76.5,"Lipemia Artifacts Observed",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended."
80959,"precision_1","80959-precision_1-CBC",7.52,0,0,5.79,1.2,0.23,0.3,0,0,0,0,77,16,3,4,0,0,7.09,17,50.4,NA,71.1,24,33.7,11.5,406,11.6,0.47,"Appear Adequate",NA,NA,NA,NA,NA,0.84,59.4,"Crenation","See Comments",NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample; this affects the RBC indice results and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the hemolysis. If clinically indicated, repeat analysis on a new sample is recommended."
80959,"precision_2","80959-precision_2-CBC",9.47,0,0,7.58,1.61,0.09,0.19,0,0,0,0,80,17,1,2,0,0,7.58,18.5,53.7,NA,70.8,24.4,34.5,12.1,NA,11.4,0.48,"Appear Adequate","Clumped",NA,"Marked",NA,1,0.8,61,"Lipemia Artifacts Observed",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended."
81218,"precision_1","81218-precision_1-CBC",8.41,0,0,6.31,1.26,0.5,0.34,0,0,0,0,75,15,6,4,0,0,8.1,18.9,55.2,NA,68.1,23.3,34.2,13,276,10.9,0.3,"Appear Adequate",NA,NA,NA,NA,NA,1.06,85.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
81218,"precision_2","81218-precision_2-CBC",6.9,0,0,4.42,1.79,0.28,0.41,0,0,0,0,64,26,4,6,0,0,8.41,19.8,60.1,NA,71.5,23.5,32.9,13.4,NA,11.5,0.28,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.43,120.4,"Crenation","See Comments",NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended."
81276,"precision_1","81276-precision_1-CBC",9.46,0,0,3.97,3.97,0.76,0.76,0,0,0,0,42,42,8,8,0,0,6.43,16.3,47.6,NA,74,25.3,34.2,11.6,238,9.2,0.22,"Appear Adequate",NA,NA,NA,NA,NA,0.38,24.2,"Crenation",NA,NA,"4+",NA,NA,"Reactive Lymphocytes",NA,"1+","None Observed",NA
81276,"precision_2","81276-precision_2-CBC",8.44,0,0,4.47,3.63,0,0.34,0,0,0,0,53,43,0,4,0,0,6.09,15.9,47.2,NA,77.5,26.1,33.7,12,331,12.3,0.41,"Appear Adequate",NA,NA,NA,NA,NA,0.58,35.3,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
81279,"precision_1","81279-precision_1-CBC",10.54,0,0,7.8,2,0.32,0.42,0,0,0,0,74,19,3,4,0,0,7.96,19.7,59.8,NA,75.1,24.7,32.9,11.8,277,10.1,0.28,"Appear Adequate",NA,NA,NA,NA,NA,1.38,110,"Crenation","Polychromasia",NA,"4+","1+",NA,"See Comments",NA,NA,"None Observed","Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
81279,"precision_2","81279-precision_2-CBC",9.53,0,0,6.96,1.52,0.48,0.57,0,0,0,0,73,16,5,6,0,0,7.61,19.3,58.4,NA,76.7,25.4,33,11.8,329,9.8,0.32,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.42,107.8,"Crenation","Polychromasia",NA,"4+","1+",NA,"Dohle Bodies",NA,"1+","None Observed",NA
81582,"precision_1","81582-precision_1-CBC",7.07,0,0,4.03,2.05,0.28,0.71,0,0,0,0,57,29,4,10,0,0,6.59,16.3,48.4,NA,73.4,24.7,33.7,11.3,NA,16.2,0.32,"Appear Adequate","Clumped",NA,"Moderate",NA,NA,0.39,25.6,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
81582,"precision_2","81582-precision_2-CBC",7.17,0,0,3.73,2.37,0.5,0.57,0,0,0,0,52,33,7,8,0,0,7.21,18.7,55.8,NA,77.4,25.9,33.5,12.2,212,16.2,0.34,"Appear Adequate",NA,NA,NA,NA,NA,1.2,86.9,"Crenation",NA,NA,"4+",NA,NA,"Dohle Bodies",NA,"1+","None Observed",NA
81603,"precision_1","81603-precision_1-CBC",6.58,0,0,4.21,1.12,0.33,0.92,0,0,0,0,64,17,5,14,0,0,7.74,19.3,57.2,NA,73.9,24.9,33.7,12.4,208,9.9,0.21,"Appear Adequate",NA,NA,NA,NA,NA,1.15,89.4,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
81771,"precision_1","81771-precision_1-CBC",6.53,0,0,4.51,1.7,0.33,0,0,0,0,0,69,26,5,0,0,0,5.57,13.7,41.2,NA,74,24.6,33.3,11.6,353,10.1,0.36,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.5,27.7,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82003,"precision_1","82003-precision_1-CBC",6.58,0,0,3.88,1.71,0.66,0.33,0,0,0,0,59,26,10,5,0,0,5.98,14.3,45.8,NA,76.6,23.9,31.2,13.6,312,9.8,0.31,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.4,23.7,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82003,"precision_2","82003-precision_2-CBC",5.99,0,0,3.95,1.08,0.6,0.36,0,0,0,0,66,18,10,6,0,0,5.72,13.6,41,41,71.7,23.8,33.2,12.6,373,8.2,0.31,"Appear Adequate",NA,NA,NA,NA,NA,0.68,38.6,"Lipemia Artifacts Observed",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed","Lipemia is present in this sample and can distort the appearance of red blood cells for microscopic evaluation. The red blood cell morphology could not be fully assessed in this patient due to the lipemia. If clinically indicated, repeat analysis on a fasted sample is recommended."
82028,"precision_1","82028-precision_1-CBC",5.36,0,0,4.29,0.59,0.27,0.21,0,0,0,0,80,11,5,4,0,0,7.58,17.6,53.1,NA,70.1,23.2,33.1,13.9,377,8.5,0.32,"Appear Adequate",NA,NA,NA,NA,NA,1.07,81.1,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82284,"precision_1","82284-precision_1-CBC",5.14,0,0,3.44,1.23,0.31,0.15,0,0,0,0,67,24,6,3,0,0,6.85,16.2,51.2,NA,74.7,23.6,31.6,11.8,345,11.9,0.41,"Appear Adequate","Clumped",NA,"Mild",NA,NA,1.31,89.8,"Crenation",NA,NA,"4+",NA,NA,"See Comments",NA,NA,"None Observed","Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
82284,"precision_2","82284-precision_2-CBC",5.4,0,0,3.56,1.46,0.16,0.22,0,0,0,0,66,27,3,4,0,0,7.55,18.8,55.4,NA,73.4,24.9,33.9,12.9,273,13.3,0.36,"Appear Adequate",NA,NA,NA,NA,NA,0.92,69.5,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82333,"precision_1","82333-precision_1-CBC",8.7,0,0,6.52,1.48,0.26,0.43,0,0,0,0,75,17,3,5,0,0,7.77,18.9,58.8,NA,75.7,24.3,32.1,12,279,8.2,0.23,"Appear Adequate",NA,NA,NA,NA,NA,1.07,83.3,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82333,"precision_2","82333-precision_2-CBC",8.77,0,0,6.23,1.4,0.44,0.7,0,0,0,0,71,16,5,8,0,0,7.24,18.1,54.4,NA,75.1,25,33.3,11.7,261,10.6,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.27,19.5,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82356,"precision_1","82356-precision_1-CBC",7.18,0,0,3.81,2.08,0.36,0.93,0,0,0,0,53,29,5,13,0,0,7.4,18.2,53.2,NA,71.9,24.6,34.2,11.5,208,8,0.17,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.64,47.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82356,"precision_2","82356-precision_2-CBC",6.53,0,0,4.11,1.89,0.39,0.13,0,0,0,0,63,29,6,2,0,0,7.35,18.3,54.9,NA,74.7,24.9,33.3,11.9,254,8.9,0.23,"Appear Adequate",NA,NA,NA,NA,NA,1.11,81.7,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82456,"precision_1","82456-precision_1-CBC",7.49,0,0,5.54,1.12,0.37,0.45,0,0,0,0,74,15,5,6,0,0,6.75,15,45.5,NA,67.4,22.2,33,14,232,8.8,0.2,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.32,21.7,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82456,"precision_2","82456-precision_2-CBC",8.08,0,0,5.9,1.54,0.16,0.48,0,0,0,0,73,19,2,6,0,0,6.67,15.6,47.9,NA,71.8,23.4,32.6,14.4,291,9.3,0.27,"Appear Adequate",NA,NA,NA,NA,NA,0.58,38.5,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82483,"precision_1","82483-precision_1-CBC",8.07,0,0,6.21,1.21,0.32,0.32,0,0,0,0,77,15,4,4,0,0,7.59,18.8,55.2,NA,72.7,24.8,34.1,13.1,NA,11.3,0.19,"Appear Adequate","Clumped",NA,"Moderate",NA,1,1.22,92.4,"Crenation","Polychromasia",NA,"3+","1+",NA,"Unremarkable",NA,NA,"None Observed","Platelets were clumped on blood smear, but numbers appear to be at least adequate."
82483,"precision_2","82483-precision_2-CBC",7.8,0,0,5.38,1.25,0.47,0.7,0,0,0,0,69,16,6,9,0,0,7.62,18,54,54,70.9,23.6,33.3,13.5,162,10,0.16,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.86,65.4,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82486,"precision_1","82486-precision_1-CBC",8.15,0,0,6.52,1.22,0.33,0.08,0,0,0,0,80,15,4,1,0,0,7.16,17.9,56.6,NA,79.1,25,31.6,11.9,137,16.8,0.23,NA,"Clumped",NA,"Moderate",NA,1,0.41,29.5,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed","Platelet clumps are present on the smear and can falsely decrease both the automated and estimated platelet counts. The platelet count given should be considered a minimum. The submission of a fresh slide prepared from the EDTA tube immediately after collection is also recommended. A new sample is required for an accurate platelet count."
82486,"precision_2","82486-precision_2-CBC",8.88,0,0,7.28,0.98,0.44,0.18,0,0,0,0,82,11,5,2,0,0,7.26,18.2,54,54,74.4,25.1,33.7,12.4,210,18.8,0.4,"Appear Adequate","Enlarged",NA,"1+",NA,NA,0.48,34.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82486,"precision_3","82486-precision_3-CBC",10.07,0,0,8.26,1.41,0.2,0.2,0,0,0,0,82,14,2,2,0,0,6.9,18.5,54,54,78.3,26.8,34.3,12.3,NA,19.4,0.37,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.76,52.3,"Unremarkable",NA,NA,NA,NA,NA,"Reactive Lymphocytes",NA,"1+","None Observed","Hemolysis is present in this sample. Hemolysis can affect automated parameters related to RBCs and can distort the microscopic appearance of RBCs. Therefore, the automated data should be interpreted with slight caution in this case. Additionally, the RBC morphology could not be fully assessed in this sample. If clinically indicated, repeat CBC on a new sample is recommended."
82550,"precision_1","82550-precision_1-CBC",4.17,0,0,2.54,1.29,0.13,0.21,0,0,0,0,61,31,3,5,0,0,7.62,18.9,56,NA,73.5,24.8,33.8,11.7,164,18,0.3,"Appear Adequate",NA,NA,NA,NA,NA,0.49,37.7,"Crenation",NA,NA,"4+",NA,NA,"See Comments",NA,NA,"None Observed","Many of the WBCs in this sample are deteriorated due to artifact (aging, temperature, mechanical rupture, etc.) and an accurate WBC morphology could not be obtained. It is recommended to submit 2-3 air dried smears prepared at the time of blood collection."
82550,"precision_2","82550-precision_2-CBC",4.86,0,0,3.5,1.22,0.15,0,0,0,0,0,72,25,3,0,0,0,8.78,21.7,64.8,NA,73.8,24.7,33.5,12.1,240,19.1,0.46,"Appear Adequate",NA,NA,NA,NA,NA,0.29,25.2,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82567,"precision_1","82567-precision_1-CBC",6.6,0,0,4.16,1.45,0.46,0.53,0,0,0,0,63,22,7,8,0,0,8.42,21,64.1,NA,76.1,24.9,32.8,10.9,264,10.7,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.25,20.9,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82567,"precision_2","82567-precision_2-CBC",6.26,0,0,4.26,1.5,0.25,0.25,0,0,0,0,68,24,4,4,0,0,8.46,20.8,63.7,NA,75.3,24.6,32.7,11.7,292,10.7,0.31,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.65,55.2,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed","2h"
82722,"precision_1","82722-precision_1-CBC",6.24,0,0,3.99,1.75,0.12,0.37,0,0,0,0,64,28,2,6,0,0,7.83,18.6,54.1,NA,69.1,23.8,34.4,12.2,NA,16.5,0.25,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.96,75.5,"Crenation",NA,NA,"4+",NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
82722,"precision_2","82722-precision_2-CBC",6.55,0,0,4.78,1.57,0.07,0.13,0,0,0,0,73,24,1,2,0,0,7.23,17.9,51.7,NA,71.5,24.8,34.6,12.5,NA,17.6,0.4,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.13,82,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82738,"precision_1","82738-precision_1-CBC",6.61,0,0,4.03,1.65,0.26,0.66,0,0,0,0,61,25,4,10,0,0,7.34,17.3,54.6,NA,74.4,23.6,31.7,11.1,208,12.1,0.25,"Appear Adequate",NA,NA,NA,NA,NA,0.98,72,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82738,"precision_2","82738-precision_2-CBC",8.2,0,0,4.43,2.3,0.98,0.49,0,0,0,0,54,28,12,6,0,0,7.29,18,53.3,NA,73.1,24.7,33.8,11.6,264,11,0.29,"Appear Adequate",NA,NA,NA,NA,NA,1.31,95.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82836,"precision_1","82836-precision_1-CBC",7.15,0,0,4.86,1.79,0.36,0.14,0,0,0,0,68,25,5,2,0,0,7.91,19.7,57.2,NA,72.3,24.9,34.4,11.8,151,10.7,0.16,"Appear Decreased",NA,NA,NA,NA,NA,1.53,121.1,"Polychromasia","Crenation",NA,"1+","2+",NA,"Reactive Lymphocytes",NA,"1+","None Observed",NA
82836,"precision_2","82836-precision_2-CBC",6.51,0,0,3.12,2.41,0.65,0.33,0,0,0,0,48,37,10,5,0,0,8.13,20.5,60.7,NA,74.7,25.2,33.8,11.7,NA,16.7,0.42,"Appear Adequate","Clumped",NA,"Marked",NA,1,1.19,96.9,"Crenation","Polychromasia",NA,"4+","1+",NA,"Unremarkable",NA,NA,"None Observed",NA
82951,"precision_1","82951-precision_1-CBC",5.31,0,0,3.93,0.8,0.42,0.16,0,0,0,0,74,15,8,3,0,0,8.51,21.2,63.4,NA,74.5,24.9,33.4,11.7,NA,11.3,0.42,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1.04,88.5,"Crenation",NA,NA,"3+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
82951,"precision_2","82951-precision_2-CBC",5.77,0,0,3.98,1.33,0.23,0.23,0,0,0,0,69,23,4,4,0,0,8.21,20.6,59.9,NA,73,25.1,34.4,11.6,361,7.7,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.7,57.1,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83095,"precision_1","83095-precision_1-CBC",9.41,0,0,7.53,1.32,0.56,0,0,0,0,0,80,14,6,0,0,0,7.09,18.1,54.6,NA,77,25.5,33.2,11.9,343,8.3,0.28,"Appear Adequate",NA,NA,NA,NA,NA,0.52,36.8,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83123,"precision_1","83123-precision_1-CBC",8.23,0,0,6.25,1.15,0.16,0.66,0,0,0,0,76,14,2,8,0,0,7.63,18.6,56.7,NA,74.3,24.4,32.8,12.8,258,9.7,0.25,"Appear Adequate",NA,NA,NA,NA,NA,0.59,44.9,"Crenation",NA,NA,"2+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83123,"precision_2","83123-precision_2-CBC",7.1,0,0,4.9,1.42,0.28,0.5,0,0,0,0,69,20,4,7,0,0,7.66,20.3,61.1,NA,79.8,26.5,33.2,12.2,309,11.6,0.36,"Appear Adequate",NA,NA,NA,NA,NA,0.79,60.8,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83318,"precision_1","83318-precision_1-CBC",7.9,0,0,6.16,1.03,0.08,0.63,0,0,0,0,78,13,1,8,0,0,6.77,16.1,49.5,NA,73.1,23.8,32.5,11.7,284,7.6,0.22,"Appear Adequate",NA,NA,NA,NA,NA,0.18,11.8,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83383,"precision_1","83383-precision_1-CBC",6.39,0,0,4.66,1.21,0.26,0.26,0,0,0,0,73,19,4,4,0,0,7.35,19.8,56.4,NA,76.7,26.9,35.1,11.8,327,9,0.29,"Appear Adequate",NA,NA,NA,NA,NA,0.73,53.7,"Crenation",NA,NA,"1+",NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
83383,"precision_2","83383-precision_2-CBC",5.82,0,0,4.13,0.87,0.29,0.52,0,0,0,0,71,15,5,9,0,0,7.44,18.4,55,55,73.9,24.7,33.5,11.7,317,9.8,0.31,"Appear Adequate",NA,NA,NA,NA,NA,0.44,32.5,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83434,"precision_1","83434-precision_1-CBC",6.86,0,0,4.32,1.72,0.41,0.41,0,0,0,0,63,25,6,6,0,0,7.64,19.1,57.2,NA,74.9,25,33.4,11.6,NA,17.6,0.27,"Appear Adequate","Clumped",NA,"Marked",NA,NA,1,76.1,"Crenation",NA,NA,"1+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83434,"precision_2","83434-precision_2-CBC",9.47,0,0,7.01,1.89,0.19,0.38,0,0,0,0,74,20,2,4,0,0,7.9,19.6,60.7,NA,76.8,24.8,32.3,11.6,350,13.7,0.48,"Appear Adequate","Clumped",NA,"Mild",NA,NA,0.6,47.7,"Crenation",NA,NA,"4+",NA,NA,"Unremarkable",NA,NA,"None Observed",NA
83531,"precision_1","83531-precision_1-CBC",4.76,0,0,2.19,2.24,0.1,0.24,0,0,0,0,46,47,2,5,0,0,7.05,16,47.1,NA,66.8,22.7,34,12.7,NA,9.8,0.18,"Appear Adequate","Clumped",NA,"Marked",NA,NA,0.27,19.2,"Crenation",NA,NA,"2+",NA,NA,"Reactive Lymphocytes",NA,"Rare","None Observed",NA
83554,"precision_1","83554-precision_1-CBC",10.7,0,0,5.56,3.64,1.07,0.43,0,0,0,0,52,34,10,4,0,0,6.92,17,48.9,NA,70.7,24.6,34.8,12.3,193,10.2,0.2,"Appear Adequate",NA,NA,NA,NA,NA,0.72,50.1,"Unremarkable",NA,NA,NA,NA,NA,"Unremarkable",NA,NA,"None Observed",NA
